Supplier_Name,Supplier_Code,Alloy,Current_LB,New_LB,change
TOP DIE CASTING,S090,A383,1.21,1.2,0.01
SUPPLIER A33,S011,A364,1.37,1.2,0.17
SUPPLIER H,S035,A320,1.41,1.26,0.15
SUPPLIER A34,S008,A340,2.63,1.91,0.72
SUPPLIER A63,S084,A408,1.79,1.28,0.51
SUPPLIER A15,S041,A414,1.39,2.86,-1.47
SUPPLIER E,S032,A394,1.21,1.61,-0.4
SUPPLIER A37,S047,A344,1.61,1.2,0.41
SUPPLIER C,S001,A380,1.41,1.24,0.17
XYZ,S012,A383,1.63,1.57,0.06
SUPPLIER A49,S030,A366,1.28,1.2,0.08
SUPPLIER A1,S047,A372,1.21,1.29,-0.08
SUPPLIER A39,S061,A360,1.54,1.45,0.09
SUPPLIER A3,S047,A414,2.99,1.2,1.79
SUPPLIER A67,S040,A399,1.92,1.42,0.5
SUPPLIER A2,S093,A378,1.29,1.42,-0.13
SUPPLIER A52,S001,A405,1.42,1.29,0.13
SUPPLIER A2,S063,A373,1.42,1.22,0.2
SUPPLIER A21,S074,A371,2.36,1.26,1.1
SUPPLIER AB,S081,A380,1.66,1.2,0.46
SUPPLIER A65,S070,A372,1.39,1.51,-0.12
SUPPLIER A4,S052,A407,1.35,1.43,-0.08
XPZ Supp,S046,A345,1.21,1.2,0.01
SUPPLIER A58,S008,A340,1.48,1.49,-0.01
STRONG ALLOY,S001,A320,1.25,1.2,0.05
SUPPLIER A39,S015,A380,1.27,1.2,0.07
SUPPLIER A61,S092,A372,1.61,1.6,0.01
SUPPLIER A63,S001,A357,1.21,1.36,-0.15
SUPPLIER A67,S039,A363,1.27,1.2,0.07
SUPPLIER A28,S072,A342,1.45,1.56,-0.11
SUPPLIER A36,S073,A380,1.35,1.38,-0.03
SUPPLIER A52,S076,A320,1.27,1.35,-0.08
SUPPLIER A50,S006,A372,2.63,1.38,1.25
SUPPLIER A3,S052,A351,1.26,1.32,-0.06
SUPPLIER A10,S057,A392,1.31,1.71,-0.4
SUPPLIER A49,S001,A407,1.52,1.31,0.21
SUPPLIER A37,S039,A380,1.55,1.2,0.35
SUPPLIER A25,S071,A394,1.21,1.51,-0.3
SUPPLIER A66,S009,A391,2.71,1.43,1.28
SUPPLIER A9,S053,A320,1.51,1.69,-0.18
SUPPLIER A44,S020,A388,1.27,1.2,0.07
SUPPLIER A15,S063,A341,1.31,1.71,-0.4
SUPPLIER A50,S068,A359,1.51,1.33,0.18
XPZ Supp,S032,A101,1.51,1.21,0.3
SUPPLIER A19,S090,A357,1.45,3.16,-1.71
SUPPLIER A30,S027,A352,1.28,1.55,-0.27
SUPPLIER A61,S073,A371,3.14,1.21,1.93
SUPPLIER A3,S032,A405,1.24,1.2,0.04
SUPPLIER A44,S069,A101,1.21,1.5,-0.29
SUPPLIER A31,S041,A341,1.53,1.27,0.26
SUPPLIER A19,S074,A400,1.32,1.84,-0.52
SUPPLIER AD,S012,A381,1.21,1.48,-0.27
SUPPLIER F,S030,A410,1.45,1.2,0.25
SUPPLIER A67,S024,A370,1.21,1.45,-0.24
SUPPLIER AB,S079,A396,1.21,1.2,0.01
SUPPLIER A63,S072,A341,1.54,1.9,-0.36
SUPPLIER A72,S049,A415,1.41,1.2,0.21
SUPPLIER A35,S054,A410,1.21,1.2,0.01
SUPPLIER B,S022,A361,1.32,1.32,0.0
SUPPLIER A54,S079,A363,1.35,1.27,0.08
SUPPLIER A8,S017,A407,1.42,1.51,-0.09
ALOY MASTERS,S076,A400,1.75,1.4,0.35
SUPPLIER A38,S041,A370,1.21,1.2,0.01
SUPPLIER A50,S038,A348,1.58,1.2,0.38
SUPPLIER A24,S084,A330,1.47,1.43,0.04
SUPPLIER A59,S042,A370,1.21,1.49,-0.28
SUPPLIER A62,S052,A367,2.28,1.25,1.03
SUPPLIER A61,S014,A370,2.62,1.64,0.98
SUPPLIER A59,S017,A386,1.46,2.53,-1.07
SUPPLIER A49,S081,A406,1.26,1.46,-0.2
SUPPLIER A61,S009,A406,3.14,1.33,1.81
SUPPLIER A67,S014,A349,1.33,1.2,0.13
SUPPLIER A30,S092,A406,1.3,1.49,-0.19
SUPPLIER B,S053,A352,1.25,1.22,0.03
SUPPLIER E,S001,A361,1.29,1.4,-0.11
SUPPLIER A60,S044,A403,1.55,1.37,0.18
SUPPLIER AC,S041,A344,1.69,1.2,0.49
SUPPLIER A6,S064,A366,1.35,1.3,0.05
SUPPLIER A56,S019,B747,1.3,1.24,0.06
SUPPLIER A44,S070,A407,2.71,1.2,1.51
SUPPLIER A70,S071,A359,1.56,1.53,0.03
TOP DIE CASTING,S013,A391,1.31,1.26,0.05
SUPPLIER A18,S035,A330,2.09,1.33,0.76
SUPPLIER A36,S087,A380,1.34,1.66,-0.32
SUPPLIER A39,S068,A412,1.33,1.2,0.13
SUPPLIER A24,S007,A383,1.34,1.21,0.13
SUPPLIER A27,S009,A350,1.34,1.26,0.08
SUPPLIER A58,S050,A352,1.67,2.12,-0.45
SUPPLIER A2,S054,A364,1.35,1.34,0.01
SUPPLIER A61,S002,A415,1.48,3.07,-1.59
SUPPLIER AB,S078,A393,1.46,1.38,0.08
BLUE METAL,S015,A367,1.21,1.23,-0.02
SUPPLIER A50,S030,A347,1.36,2.75,-1.39
SUPPLIER A37,S021,A400,1.4,1.39,0.01
SUPPLIER A66,S019,A385,1.53,1.2,0.33
XYZ,S051,A349,1.64,1.2,0.44
SUPPLIER D,S039,A359,2.03,1.23,0.8
SUPPLIER A37,S021,A347,1.21,1.29,-0.08
SUPPLIER A60,S061,A342,1.58,1.2,0.38
SUPPLIER A25,S064,A320,1.37,1.2,0.17
SUPPLIER A63,S025,A366,1.25,1.2,0.05
SUPPLIER A55,S032,B747,1.64,1.2,0.44
SUPPLIER C,S078,A398,1.33,1.2,0.13
SUPPLIER E,S039,A391,1.57,1.23,0.34
SUPPLIER A38,S058,A373,1.52,1.36,0.16
SUPPLIER A46,S027,A401,1.32,1.59,-0.27
SUPPLIER A68,S070,A380,1.61,1.2,0.41
XYZ,S014,A396,1.63,1.47,0.16
SUPPLIER A64,S086,A395,1.79,1.2,0.59
SUPPLIER A61,S051,A391,1.58,1.44,0.14
SUPPLIER A12,S032,A397,1.21,1.48,-0.27
SUPPLIER A27,S021,A400,2.51,2.78,-0.27
TOP DIE CASTING,S057,A374,1.51,2.03,-0.52
SUPPLIER C,S022,A410,1.21,1.37,-0.16
TOP DIE CASTING,S048,A347,1.33,1.25,0.08
SUPPLIER A7,S088,A409,1.56,1.42,0.14
SUPPLIER A36,S023,A391,1.42,1.69,-0.27
SUPPLIER A38,S044,A346,1.73,1.29,0.44
SUPPLIER A3,S084,A405,1.88,1.26,0.62
SUPPLIER AA,S093,A390,1.41,1.39,0.02
SUPPLIER A31,S092,A372,1.21,1.25,-0.04
SUPPLIER A5,S057,A380,1.57,1.38,0.19
TOP DIE CASTING,S057,A412,2.43,1.2,1.23
SUPPLIER A61,S073,A395,1.34,1.2,0.14
SUPPLIER A70,S066,A394,1.97,1.23,0.74
SUPPLIER A7,S040,A348,1.66,1.42,0.24
ABC Supplier,S017,A369,1.34,1.25,0.09
SUPPLIER A34,S083,A388,1.52,1.44,0.08
SUPPLIER A26,S070,A380,1.46,1.2,0.26
SUPPLIER A70,S057,A392,1.28,1.28,0.0
SUPPLIER A56,S076,A406,1.3,1.47,-0.17
SUPPLIER A26,S001,A351,1.29,1.2,0.09
SUPPLIER A3,S012,A367,1.22,1.52,-0.3
SUPPLIER A33,S082,A361,1.21,1.7,-0.49
SUPPLIER A39,S038,A378,1.21,1.43,-0.22
SUPPLIER A19,S046,B747,1.37,1.41,-0.04
SUPPLIER A32,S068,A352,1.28,1.51,-0.23
BLUE METAL,S082,A357,1.45,1.34,0.11
TOP DIE CASTING,S028,A400,1.5,1.57,-0.07
SUPPLIER A65,S092,A414,1.21,1.57,-0.36
SUPPLIER A63,S014,A380,1.43,1.2,0.23
SUPPLIER A44,S042,A402,1.21,1.34,-0.13
SUPPLIER A17,S048,A364,1.66,1.21,0.45
SUPPLIER A32,S001,A380,1.39,1.46,-0.07
SUPPLIER A1,S092,A359,1.42,1.42,0.0
SUPPLIER A41,S085,A403,1.27,1.21,0.06
SUPPLIER A21,S071,A343,1.32,1.2,0.12
SUPPLIER A36,S001,A346,1.43,1.26,0.17
SUPPLIER AB,S090,A393,1.39,1.2,0.19
SUPPLIER A68,S029,A345,1.54,1.24,0.3
SUPPLIER A32,S092,A410,1.78,1.59,0.19
SUPPLIER A59,S061,A364,1.51,1.23,0.28
SUPPLIER A73,S090,A386,1.21,1.31,-0.1
SUPPLIER F,S011,A330,1.47,1.34,0.13
SUPPLIER A10,S006,A346,1.29,1.55,-0.26
TOP DIE CASTING,S051,A362,1.47,1.2,0.27
STRONG ALLOY,S039,A401,1.21,1.2,0.01
SUPPLIER F,S026,A401,1.69,1.2,0.49
SUPPLIER A35,S086,A357,1.21,1.2,0.01
SUPPLIER A33,S046,A397,1.26,1.46,-0.2
SUPPLIER AB,S054,A393,1.21,1.54,-0.33
SUPPLIER A32,S043,A351,1.44,1.34,0.1
TOP DIE CASTING,S070,A400,1.99,1.28,0.71
SUPPLIER C,S054,A354,1.58,1.91,-0.33
SUPPLIER A61,S076,A386,1.54,1.2,0.34
SUPPLIER A29,S092,A380,1.24,1.34,-0.1
SUPPLIER A72,S008,A349,1.6,1.54,0.06
SUPPLIER A34,S007,A375,1.27,1.57,-0.3
SUPPLIER A21,S072,A349,1.55,1.33,0.22
SUPPLIER E,S027,A400,1.41,1.33,0.08
SUPPLIER A20,S009,A346,1.26,1.37,-0.11
SUPPLIER A55,S039,A347,2.07,1.2,0.87
SUPPLIER A15,S049,A392,1.64,1.4,0.24
SUPPLIER B,S007,A370,3.14,1.94,1.2
SUPPLIER A36,S006,A351,1.54,1.2,0.34
SUPPLIER G,S051,A366,2.71,1.35,1.36
SUPPLIER A62,S063,A320,1.21,1.37,-0.16
SUPPLIER A58,S001,A349,1.75,1.27,0.48
SUPPLIER A7,S069,A390,1.43,1.26,0.17
SUPPLIER A24,S037,A379,1.47,1.52,-0.05
SUPPLIER A7,S029,A350,1.59,1.36,0.23
SUPPLIER A68,S044,A343,1.42,1.2,0.22
SUPPLIER A52,S064,A394,1.8,1.47,0.33
SUPPLIER A62,S019,A395,1.52,1.39,0.13
SUPPLIER A5,S079,A402,1.32,1.31,0.01
SUPPLIER F,S090,A370,1.33,1.45,-0.12
TOP DIE CASTING,S015,A351,1.24,1.43,-0.19
ALOY MASTERS,S061,A360,1.51,1.38,0.13
SUPPLIER A38,S001,A388,1.35,1.25,0.1
SUPPLIER G,S040,A347,1.34,1.68,-0.34
SUPPLIER A7,S090,A370,1.33,1.4,-0.07
SUPPLIER A49,S081,A383,1.9,1.26,0.64
SUPPLIER A36,S081,A400,1.83,1.34,0.49
SUPPLIER A62,S016,A396,1.36,1.41,-0.05
SUPPLIER A3,S085,A378,1.39,1.36,0.03
SUPPLIER A63,S046,A381,1.21,3.12,-1.91
TOP DIE CASTING,S024,A342,1.42,3.16,-1.74
TOP DIE CASTING,S026,A320,1.21,1.2,0.01
SUPPLIER A68,S093,A400,1.52,1.34,0.18
BLUE METAL,S028,A415,1.79,2.02,-0.23
SUPPLIER A55,S019,A402,1.71,1.22,0.49
BLUE METAL,S084,A408,1.21,1.2,0.01
SUPPLIER A29,S042,A398,1.21,1.2,0.01
SUPPLIER A5,S077,A391,1.21,1.2,0.01
SUPPLIER A57,S048,A408,1.23,1.44,-0.21
SUPPLIER A62,S046,A400,1.21,1.24,-0.03
SUPPLIER AA,S001,A409,1.21,1.24,-0.03
SUPPLIER A26,S061,A398,1.86,1.48,0.38
SUPPLIER E,S002,A395,1.63,1.22,0.41
SUPPLIER A66,S001,A366,1.47,1.22,0.25
SUPPLIER A61,S023,A362,1.9,1.51,0.39
SUPPLIER A33,S077,A354,1.39,1.23,0.16
SUPPLIER C,S027,A372,1.56,1.2,0.36
SUPPLIER A22,S010,A340,1.24,1.29,-0.05
SUPPLIER AD,S007,A415,1.34,1.55,-0.21
SUPPLIER A19,S077,A392,1.47,1.54,-0.07
SUPPLIER A50,S025,A400,1.32,1.39,-0.07
SUPPLIER A10,S057,A378,1.34,1.2,0.14
SUPPLIER A58,S013,A399,1.5,1.4,0.1
SUPPLIER A43,S032,A380,1.36,1.2,0.16
SUPPLIER A64,S001,A372,3.14,2.1,1.04
SUPPLIER A15,S086,A368,1.57,1.25,0.32
SUPPLIER A68,S053,A404,2.03,1.28,0.75
SUPPLIER A25,S090,A372,1.43,1.2,0.23
SUPPLIER G,S088,A352,1.48,1.35,0.13
SUPPLIER A15,S075,A372,1.21,1.51,-0.3
SUPPLIER A10,S071,A341,1.3,1.36,-0.06
SUPPLIER A62,S081,A345,3.14,1.33,1.81
SUPPLIER A59,S043,A330,1.21,2.0,-0.79
SUPPLIER A41,S071,A403,1.41,1.2,0.21
SUPPLIER A3,S028,A330,1.59,1.37,0.22
SUPPLIER AA,S064,A347,1.38,1.36,0.02
SUPPLIER A25,S079,A400,2.61,1.29,1.32
SUPPLIER A64,S054,A379,1.62,1.8,-0.18
SUPPLIER A58,S084,A344,1.6,1.42,0.18
SUPPLIER A12,S047,A361,1.35,1.68,-0.33
SUPPLIER A59,S072,A320,1.36,1.44,-0.08
SUPPLIER A67,S017,A369,1.28,1.62,-0.34
SUPPLIER A49,S054,A368,2.58,1.2,1.38
SUPPLIER A7,S016,A402,1.5,1.53,-0.03
SUPPLIER A5,S012,A330,1.48,1.2,0.28
SUPPLIER A64,S042,A393,1.49,1.2,0.29
SUPPLIER A9,S002,A400,1.21,1.2,0.01
SUPPLIER A37,S011,A396,1.24,1.2,0.04
SUPPLIER A37,S032,A357,1.45,1.44,0.01
SUPPLIER A67,S087,A415,1.39,1.24,0.15
SUPPLIER A27,S074,A368,1.43,1.61,-0.18
ABC Supplier,S083,A354,1.77,3.16,-1.39
SUPPLIER A72,S038,A101,1.26,1.22,0.04
SUPPLIER A1,S026,A404,1.41,1.2,0.21
XPZ Supp,S087,A341,1.36,1.28,0.08
SUPPLIER A41,S051,A399,3.14,1.2,1.94
SUPPLIER AA,S009,A391,1.21,1.36,-0.15
SUPPLIER A60,S010,A372,1.36,1.45,-0.09
SUPPLIER A2,S072,A412,1.54,1.4,0.14
SUPPLIER A12,S017,A357,1.49,3.16,-1.67
SUPPLIER A41,S048,A372,1.26,1.23,0.03
TOP DIE CASTING,S007,A362,1.34,1.26,0.08
SUPPLIER A72,S012,A365,1.39,1.29,0.1
SUPPLIER A66,S057,A320,1.24,1.24,0.0
SUPPLIER A68,S012,A403,1.21,1.2,0.01
SUPPLIER A48,S039,A365,1.37,1.37,0.0
SUPPLIER A9,S064,A375,1.48,1.26,0.22
ABC Supplier,S019,A404,1.9,1.43,0.47
SUPPLIER A29,S016,A406,1.3,1.2,0.1
SUPPLIER A22,S059,A412,2.08,1.33,0.75
SUPPLIER C,S027,A349,1.47,2.2,-0.73
TOP DIE CASTING,S079,A352,1.49,1.68,-0.19
SUPPLIER A38,S049,A361,3.14,1.3,1.84
SUPPLIER A33,S092,A380,1.24,2.43,-1.19
SUPPLIER A27,S046,A394,1.92,1.26,0.66
SUPPLIER A58,S010,A386,1.34,1.2,0.14
STRONG ALLOY,S058,A344,1.33,1.62,-0.29
SUPPLIER A37,S023,A372,1.33,1.42,-0.09
SUPPLIER A2,S035,A408,1.46,1.29,0.17
SUPPLIER AC,S061,A368,1.21,1.35,-0.14
SUPPLIER A51,S084,A381,1.21,1.38,-0.17
SUPPLIER A21,S043,A352,1.39,1.2,0.19
SUPPLIER A41,S070,A396,1.58,1.83,-0.25
SUPPLIER AD,S017,A360,1.42,1.2,0.22
TOP DIE CASTING,S048,A381,1.46,1.62,-0.16
SUPPLIER A49,S088,A400,1.38,1.25,0.13
SUPPLIER A21,S011,A372,1.21,1.69,-0.48
SUPPLIER A68,S040,A378,2.17,1.72,0.45
SUPPLIER A46,S001,A347,1.23,1.2,0.03
SUPPLIER A60,S074,A405,1.77,1.29,0.48
SUPPLIER A36,S030,A404,1.37,1.22,0.15
SUPPLIER A22,S013,A395,1.26,1.39,-0.13
SUPPLIER A35,S058,A363,1.21,2.48,-1.27
SUPPLIER A19,S082,A345,1.28,1.2,0.08
SUPPLIER A49,S058,A368,1.58,1.22,0.36
SUPPLIER A55,S054,A349,1.4,1.42,-0.02
SUPPLIER F,S090,A371,1.35,1.63,-0.28
SUPPLIER A20,S007,A412,1.21,1.2,0.01
SUPPLIER A34,S010,A376,1.88,1.43,0.45
SUPPLIER A37,S082,A372,2.25,1.27,0.98
SUPPLIER A37,S050,A346,1.36,1.53,-0.17
SUPPLIER A35,S058,A378,1.28,1.2,0.08
SUPPLIER A66,S002,B747,1.3,1.44,-0.14
SUPPLIER B,S042,A412,1.37,1.36,0.01
SUPPLIER H,S055,A400,1.49,1.2,0.29
SUPPLIER A3,S025,A340,1.84,1.26,0.58
SUPPLIER D,S045,A364,1.28,1.55,-0.27
SUPPLIER A51,S053,A405,1.52,3.16,-1.64
SUPPLIER A51,S012,A362,1.88,1.27,0.61
SUPPLIER A64,S080,A362,3.1,1.32,1.78
SUPPLIER A48,S085,A392,2.03,1.51,0.52
SUPPLIER A67,S090,A385,1.37,1.2,0.17
SUPPLIER A33,S072,A366,1.51,1.79,-0.28
SUPPLIER A20,S042,A410,2.38,1.21,1.17
SUPPLIER A37,S092,A400,1.59,1.46,0.13
SUPPLIER A1,S052,A403,1.71,1.48,0.23
ABC Supplier,S064,A341,1.47,1.39,0.08
SUPPLIER A24,S047,A392,1.21,1.92,-0.71
SUPPLIER A8,S042,A368,1.53,1.41,0.12
SUPPLIER A25,S001,A357,1.56,1.51,0.05
SUPPLIER A22,S053,A415,1.35,1.22,0.13
SUPPLIER A6,S048,A404,1.38,1.2,0.18
SUPPLIER A53,S082,A408,1.33,1.24,0.09
SUPPLIER A28,S017,A359,1.3,1.2,0.1
SUPPLIER A9,S051,A380,1.31,1.48,-0.17
SUPPLIER A21,S044,A363,1.21,1.37,-0.16
ABC Supplier,S018,A380,1.51,1.67,-0.16
SUPPLIER A6,S032,A340,1.28,1.2,0.08
SUPPLIER A66,S061,A348,1.88,1.2,0.68
STRONG ALLOY,S081,A380,1.32,2.01,-0.69
SUPPLIER A53,S090,A414,1.74,1.29,0.45
XPZ Supp,S069,A342,3.02,1.24,1.78
SUPPLIER A32,S078,A101,1.87,1.52,0.35
SUPPLIER AD,S071,A412,1.89,2.07,-0.18
SUPPLIER A44,S023,A366,1.34,1.58,-0.24
SUPPLIER A30,S018,A363,1.41,1.2,0.21
SUPPLIER A17,S072,A371,1.56,1.4,0.16
SUPPLIER A70,S052,A361,1.21,1.41,-0.2
SUPPLIER A44,S017,A378,1.95,1.25,0.7
SUPPLIER A8,S038,A380,1.55,1.24,0.31
ALOY MASTERS,S093,A381,1.46,1.23,0.23
SUPPLIER AA,S045,A366,1.39,1.2,0.19
SUPPLIER A3,S045,A378,1.21,1.84,-0.63
SUPPLIER A54,S039,A401,1.52,1.44,0.08
SUPPLIER A43,S088,A401,1.35,1.2,0.15
SUPPLIER A59,S001,A381,1.24,1.2,0.04
SUPPLIER A24,S063,A373,3.14,1.2,1.94
SUPPLIER A61,S052,A414,1.56,1.27,0.29
SUPPLIER A30,S017,A330,1.51,1.2,0.31
SUPPLIER A4,S045,A360,1.68,1.24,0.44
XPZ Supp,S014,A388,1.21,1.24,-0.03
ALOY MASTERS,S043,B747,1.36,1.2,0.16
SUPPLIER A28,S056,A380,2.09,1.55,0.54
SUPPLIER A58,S084,A408,1.58,1.26,0.32
SUPPLIER A51,S046,A380,1.4,1.39,0.01
SUPPLIER A59,S092,A403,1.49,1.42,0.07
SUPPLIER A19,S048,A404,1.21,1.37,-0.16
ALOY MASTERS,S048,A415,1.38,1.6,-0.22
SUPPLIER A12,S043,A415,1.55,1.42,0.13
SUPPLIER A59,S075,A364,1.26,1.31,-0.05
TOP DIE CASTING,S069,A372,1.21,1.49,-0.28
SUPPLIER A55,S082,A412,1.26,1.34,-0.08
SUPPLIER A54,S039,A409,1.21,1.2,0.01
SUPPLIER A51,S006,A330,1.21,1.51,-0.3
SUPPLIER A25,S018,A347,1.24,1.2,0.04
SUPPLIER A49,S007,A372,1.21,1.35,-0.14
SUPPLIER A70,S021,A347,1.59,1.43,0.16
SUPPLIER A6,S035,A351,1.48,1.32,0.16
SUPPLIER A2,S052,A348,1.23,1.2,0.03
SUPPLIER A21,S047,A407,1.48,1.38,0.1
XYZ,S010,A392,1.51,1.2,0.31
SUPPLIER A44,S020,A341,2.12,1.2,0.92
SUPPLIER A46,S069,A342,1.74,1.48,0.26
TOP DIE CASTING,S069,A412,1.46,1.2,0.26
SUPPLIER A64,S038,A402,1.36,3.11,-1.75
SUPPLIER A41,S011,A408,1.39,1.33,0.06
SUPPLIER A72,S092,A340,1.67,1.2,0.47
SUPPLIER A28,S045,A330,1.21,1.36,-0.15
SUPPLIER A31,S068,A364,1.64,2.07,-0.43
SUPPLIER A18,S021,A320,1.44,1.39,0.05
SUPPLIER A7,S081,A374,1.21,1.27,-0.06
SUPPLIER A73,S001,A380,1.36,1.39,-0.03
SUPPLIER A21,S092,A400,1.28,2.96,-1.68
SUPPLIER A63,S086,A330,1.55,1.41,0.14
SUPPLIER A26,S013,A391,3.14,1.2,1.94
SUPPLIER AA,S058,A380,2.13,1.57,0.56
SUPPLIER A41,S086,A401,1.52,1.75,-0.23
SUPPLIER A18,S020,A404,1.73,1.23,0.5
SUPPLIER A6,S020,A330,2.94,1.2,1.74
SUPPLIER D,S081,A380,1.53,1.2,0.33
STRONG ALLOY,S007,A345,1.3,1.23,0.07
SUPPLIER A22,S041,A357,1.21,1.34,-0.13
SUPPLIER A55,S087,A412,1.39,1.32,0.07
SUPPLIER A22,S073,A397,1.21,1.2,0.01
SUPPLIER A50,S027,A372,1.88,1.59,0.29
SUPPLIER A23,S001,A354,1.36,1.24,0.12
SUPPLIER A66,S052,A376,2.12,1.53,0.59
SUPPLIER A28,S083,A378,3.14,2.0,1.14
STRONG ALLOY,S079,A363,1.23,1.34,-0.11
SUPPLIER H,S041,A370,1.57,1.2,0.37
SUPPLIER A61,S010,A342,1.44,1.26,0.18
SUPPLIER A22,S035,A383,1.41,1.21,0.2
SUPPLIER A52,S035,A407,1.23,1.39,-0.16
SUPPLIER A26,S024,A340,1.5,1.47,0.03
SUPPLIER A62,S035,A383,1.3,1.32,-0.02
SUPPLIER A35,S050,A396,1.45,1.28,0.17
SUPPLIER C,S001,A365,1.95,1.32,0.63
SUPPLIER A67,S076,A369,1.33,1.25,0.08
STRONG ALLOY,S002,A415,1.55,1.43,0.12
SUPPLIER A44,S066,A344,1.54,1.2,0.34
XYZ,S087,A385,1.21,3.02,-1.81
SUPPLIER A21,S055,A351,1.44,2.04,-0.6
SUPPLIER A70,S049,A363,1.22,1.51,-0.29
ABC Supplier,S019,A372,2.73,1.4,1.33
SUPPLIER A65,S046,A348,1.21,1.53,-0.32
SUPPLIER A36,S078,A374,1.5,1.2,0.3
SUPPLIER A63,S022,B747,1.24,1.36,-0.12
SUPPLIER A17,S080,A395,1.47,1.5,-0.03
SUPPLIER A54,S081,A351,1.25,1.28,-0.03
SUPPLIER C,S058,A342,1.21,1.22,-0.01
SUPPLIER A59,S092,A361,1.98,1.82,0.16
SUPPLIER A34,S009,A361,1.27,1.48,-0.21
SUPPLIER A53,S024,A415,1.34,1.36,-0.02
SUPPLIER A66,S020,A370,1.56,1.2,0.36
SUPPLIER A62,S043,A320,1.47,1.27,0.2
SUPPLIER A63,S072,A400,1.44,1.38,0.06
SUPPLIER A46,S071,A373,1.45,1.2,0.25
SUPPLIER A10,S071,A400,1.38,1.42,-0.04
SUPPLIER A73,S068,A402,1.35,1.2,0.15
SUPPLIER A66,S037,A372,1.53,1.39,0.14
SUPPLIER A57,S075,A406,1.42,1.36,0.06
SUPPLIER A24,S026,A373,1.4,1.21,0.19
SUPPLIER A5,S011,A391,1.36,1.47,-0.11
SUPPLIER A62,S027,A373,1.35,1.2,0.15
SUPPLIER A28,S009,A342,1.25,1.2,0.05
SUPPLIER AC,S076,A372,1.51,1.24,0.27
SUPPLIER A19,S035,A365,1.45,1.33,0.12
SUPPLIER A64,S070,A354,1.56,1.26,0.3
SUPPLIER A28,S008,A376,1.57,1.34,0.23
SUPPLIER A17,S008,A345,1.54,1.21,0.33
SUPPLIER A41,S040,A378,1.21,1.35,-0.14
SUPPLIER A4,S007,A380,1.27,1.23,0.04
SUPPLIER A19,S018,A395,2.06,1.26,0.8
SUPPLIER A54,S092,A404,1.21,1.6,-0.39
TOP DIE CASTING,S052,A342,1.21,1.31,-0.1
SUPPLIER A67,S022,A378,3.14,1.24,1.9
SUPPLIER A43,S007,A396,1.31,1.36,-0.05
TOP DIE CASTING,S086,A365,2.43,1.27,1.16
SUPPLIER A68,S013,A408,3.11,1.24,1.87
SUPPLIER A64,S044,A348,1.54,1.2,0.34
SUPPLIER A28,S001,A357,1.58,1.97,-0.39
XPZ Supp,S035,A379,1.53,1.53,0.0
BLUE METAL,S084,A380,1.44,1.45,-0.01
SUPPLIER A62,S052,A349,1.32,1.52,-0.2
SUPPLIER A46,S045,A400,1.26,1.2,0.06
SUPPLIER A35,S040,A361,1.41,1.32,0.09
SUPPLIER A55,S093,A415,1.38,1.5,-0.12
SUPPLIER A63,S083,A372,3.14,1.2,1.94
SUPPLIER A59,S043,A365,1.42,1.2,0.22
SUPPLIER A63,S066,A348,1.21,1.25,-0.04
SUPPLIER C,S038,A388,2.54,1.2,1.34
SUPPLIER AB,S082,A350,1.61,1.23,0.38
ALOY MASTERS,S018,A350,1.27,1.33,-0.06
SUPPLIER A37,S079,A376,1.42,1.2,0.22
ABC Supplier,S093,A378,3.14,1.65,1.49
SUPPLIER A57,S027,A409,1.26,1.45,-0.19
SUPPLIER A30,S081,A320,1.21,1.62,-0.41
SUPPLIER A18,S013,A408,1.28,1.2,0.08
BLUE METAL,S047,A377,2.68,3.16,-0.48
SUPPLIER A17,S072,A397,1.62,1.2,0.42
XPZ Supp,S025,A352,1.21,1.29,-0.08
SUPPLIER A61,S087,A400,1.22,1.42,-0.2
SUPPLIER A9,S023,A360,1.74,1.2,0.54
SUPPLIER A53,S001,A372,1.64,1.2,0.44
SUPPLIER A2,S013,A349,1.49,1.33,0.16
SUPPLIER A33,S081,A398,2.03,1.2,0.83
SUPPLIER A58,S083,A330,1.68,1.47,0.21
SUPPLIER A46,S070,A406,2.11,1.2,0.91
SUPPLIER A49,S030,A357,1.21,1.64,-0.43
SUPPLIER A53,S008,A402,1.53,1.64,-0.11
SUPPLIER A43,S087,A348,1.21,1.22,-0.01
SUPPLIER A59,S051,A376,1.63,1.37,0.26
TOP DIE CASTING,S080,A381,1.33,1.58,-0.25
SUPPLIER A15,S058,A399,3.14,1.39,1.75
SUPPLIER A62,S016,A388,1.21,1.26,-0.05
SUPPLIER A9,S057,A402,1.56,1.27,0.29
SUPPLIER AC,S016,A354,1.37,1.23,0.14
XPZ Supp,S028,A364,1.21,1.32,-0.11
SUPPLIER A1,S007,A101,1.21,1.98,-0.77
SUPPLIER A54,S086,A349,1.24,1.2,0.04
TOP DIE CASTING,S009,A359,1.76,1.2,0.56
SUPPLIER A12,S070,A396,1.37,1.2,0.17
SUPPLIER A28,S059,A404,1.44,1.49,-0.05
SUPPLIER A22,S064,A410,1.37,1.33,0.04
SUPPLIER A67,S050,A380,1.49,1.3,0.19
SUPPLIER A52,S082,A360,1.88,1.2,0.68
SUPPLIER A10,S053,A330,1.21,1.93,-0.72
TOP DIE CASTING,S026,A395,2.64,1.48,1.16
SUPPLIER A31,S020,A376,1.21,1.38,-0.17
