ID,device_id,ip_address,token,uv,temperature,humidity,volt,rotate,pressure,vibration,event_type,timestamp
12,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,81,87,178.6961808,315.0157648,130.3095037,88.13662782,Telemetry,2021-01-01 12:00:00
20,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,70,88,182.5530149,391.1849475,142.32999537,96.85687197,Telemetry,2021-01-02 01:00:00
42,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.369365464,70,92,171.4192399,313.7168516,94.13516621,63.26917233,Telemetry,2021-01-01 02:00:00
36,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,75,98,171.3159447,150.2111206,115.77670373,93.82282149,Telemetry,2021-01-01 03:00:00
46,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.263946638,70,76,191.9566161,577.4986572,76.41928864,88.35496864,Telemetry,2021-01-01 17:00:00
41,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.68533533,88,79,239.0391621,449.5784973,111.34969326,74.35301326,Telemetry,2020-12-31 11:00:00
36,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.689395444,75,77,206.8680561,577.4986572,133.67159291,74.04173247,Telemetry,2021-01-01 23:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.783145566,76,97,189.5357912,372.8888176,115.16518569,98.24084204,Telemetry,2021-01-02 19:00:00
24,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.553805753,88,84,150.4581518,327.9080626,76.41928864,99.24182892,Telemetry,2021-01-01 23:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.575465437,81,87,178.8309392,436.6183209,90.73915839,83.68472,Telemetry,2021-01-03 04:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.757950299,78,95,208.3792095,335.8374902,163.7114107,85.88081617,Telemetry,2021-01-01 02:00:00
41,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.388052818,83,95,171.5707312,577.4986572,130.46810706,79.68837017,Telemetry,2021-01-03 05:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.29126206,82,86,244.4372015,442.3479437,188.6799927,58.40985014,Telemetry,2021-01-01 20:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.471162968,84,100,141.024369,335.5719276,76.41928864,99.24182892,Telemetry,2021-01-01 20:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.425576595,85,76,200.445934,363.3987764,76.41928864,73.97971227,Telemetry,2021-01-01 18:00:00
37,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.494889483,70,81,175.0446388,150.2111206,76.41928864,60.51385336,Telemetry,2021-01-01 00:00:00
17,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.197410074,84,90,131.5260267,577.4986572,165.34335135,74.92211109,Telemetry,2021-01-03 01:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.515747843,72,81,218.3502903,411.8880891,146.19262578,74.89420666,Telemetry,2021-01-03 06:00:00
40,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.427972629,74,80,235.8500475,577.4986572,121.44555662,63.95046081,Telemetry,2021-01-02 23:00:00
33,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.186101394,88,78,149.6462616,412.3164179,135.56413398,56.20327759,Telemetry,2021-01-02 17:00:00
6,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.226344047,82,100,120.8823166,288.9825329,188.6799927,56.20327759,Telemetry,2021-01-01 00:00:00
11,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.704749086,81,76,179.0267149,476.6823486,90.87591416,78.2382849,Telemetry,2021-01-01 15:00:00
40,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.612177354,70,100,207.4592597,425.8809416,149.34158134,95.3728242,Telemetry,2021-01-02 23:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.405258224,70,77,175.8489935,239.8781121,138.85013903,71.82572216,Telemetry,2021-01-02 04:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,71,84,145.1838027,464.5739838,188.6799927,56.20327759,Telemetry,2021-01-01 11:00:00
44,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.314841083,88,77,178.219702,495.1349394,160.72187868,99.24182892,Telemetry,2021-01-03 02:00:00
31,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.61502755,88,76,220.218689,577.4986572,173.10533437,81.9611002,Telemetry,2021-01-01 15:00:00
41,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,70,88,153.059065,577.4986572,76.41928864,85.50102348,Telemetry,2021-01-02 20:00:00
34,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.520017579,79,83,195.7501037,577.4986572,97.16551641,72.20474111,Telemetry,2021-01-02 23:00:00
21,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,86,79,253.5660858,355.5514193,140.8156045,82.19569426,Telemetry,2021-01-02 16:00:00
29,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.238749927,77,97,120.8823166,376.6809734,129.42148632,75.34754982,Telemetry,2021-01-01 17:00:00
14,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.108878985,82,76,164.0487681,441.5462918,128.38164618,99.24182892,Telemetry,2021-01-02 07:00:00
31,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,88,86,197.4488577,577.4986572,76.41928864,92.72620006,Telemetry,2021-01-01 21:00:00
46,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.371795864,84,83,193.8442718,335.1981634,132.10328714,90.73028829,Telemetry,2021-01-01 20:00:00
33,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.382507307,84,84,253.5660858,341.9391496,103.25833916,56.20327759,Telemetry,2021-01-01 16:00:00
21,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.556340072,77,88,179.1913967,428.9266949,158.75590387,74.02159211,Telemetry,2021-01-01 15:00:00
35,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.64556588,81,92,253.2394273,577.4986572,91.99148546,83.52110522,Telemetry,2021-01-01 18:00:00
18,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.364771091,88,78,224.7511535,341.7009352,149.10123939,99.24182892,Telemetry,2020-12-31 22:00:00
35,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.648723955,85,96,134.5477079,352.864189,86.33526747,82.67033136,Telemetry,2021-01-02 02:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.202384886,81,81,211.980813,577.4986572,111.80004837,67.5838817,Telemetry,2021-01-01 11:00:00
15,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.298224335,70,82,157.5750719,364.924277,170.93887141,69.60437494,Telemetry,2021-01-02 23:00:00
35,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.437063393,83,79,173.4334957,577.4986572,153.63018234,57.18647753,Telemetry,2021-01-02 04:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.20437243,86,77,120.8823166,392.0942674,188.6799927,99.24182892,Telemetry,2021-01-01 01:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.694153378,82,100,140.2063576,333.1447467,117.55778799,99.24182892,Telemetry,2021-01-01 21:00:00
25,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.559006598,73,76,151.7949374,577.4986572,99.86459675,91.41881645,Telemetry,2021-01-03 08:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.628516399,76,80,253.5660858,440.5966105,184.32510879,85.19197895,Telemetry,2021-01-01 01:00:00
37,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,75,96,152.3820514,162.4741321,76.41928864,80.92448025,Telemetry,2021-01-01 02:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.795458602,70,77,253.5660858,383.101285,96.69371361,62.16871985,Telemetry,2021-01-01 21:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.721026806,86,82,208.9639518,577.4986572,150.97718174,77.19415936,Telemetry,2021-01-02 17:00:00
38,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.75714356,70,76,173.778147,150.2111206,95.48775821,60.93843697,Telemetry,2021-01-01 08:00:00
27,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.638801281,85,85,127.0823842,398.1946112,136.65766826,99.24182892,Telemetry,2021-01-01 14:00:00
9,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.459664018,75,83,190.4320537,577.4986572,163.59569506,72.02646916,Telemetry,2021-01-03 13:00:00
45,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.775021829,70,76,172.2537887,458.1010984,80.63618987,56.20327759,Telemetry,2021-01-02 13:00:00
49,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.451716014,78,83,183.5579218,284.8764807,172.9247874,56.20327759,Telemetry,2021-01-03 07:00:00
46,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.310842123,87,79,253.5660858,260.4905891,157.76359792,74.5556391,Telemetry,2020-12-31 19:00:00
25,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.588119109,80,88,120.9676839,577.4986572,114.03543062,56.20327759,Telemetry,2021-01-02 13:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.531150371,70,76,188.2895862,305.7660201,152.35466335,79.3644067,Telemetry,2021-01-02 15:00:00
1,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.601498422,88,88,120.8823166,577.4986572,76.41928864,81.51038414,Telemetry,2021-01-03 07:00:00
38,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.717362605,70,79,214.3057621,561.9124442,119.89320672,89.10733575,Telemetry,2021-01-01 01:00:00
1,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.739300448,88,84,120.8823166,577.4986572,85.16016099,88.53878483,Telemetry,2021-01-01 12:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.137469839,79,91,211.4777671,577.4986572,175.16050974,89.33709021,Telemetry,2021-01-01 19:00:00
1,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.488288423,88,76,149.951206,363.5762063,126.88507621,71.97446952,Telemetry,2021-01-01 02:00:00
47,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.279906977,70,88,151.5816725,233.8109281,149.13897256,99.24182892,Telemetry,2021-01-01 17:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.368022422,79,81,215.3505442,293.9138316,154.06372023,99.24182892,Telemetry,2021-01-02 07:00:00
46,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.502528721,83,90,139.8044366,577.4986572,163.31305932,83.87512252,Telemetry,2021-01-02 05:00:00
43,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.421768516,84,83,197.763015,418.4884987,106.47928923,91.70854843,Telemetry,2021-01-02 09:00:00
11,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,73,98,253.5660858,358.9082212,100.68327407,94.24046192,Telemetry,2021-01-01 15:00:00
26,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.303897708,76,77,216.4947377,577.4986572,160.55384488,99.24182892,Telemetry,2021-01-02 12:00:00
5,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.561699091,70,79,140.6621162,537.4734705,87.46430911,92.15974838,Telemetry,2021-01-01 18:00:00
1,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.733499995,70,84,172.1198796,577.4986572,133.61743602,79.1252428,Telemetry,2021-01-01 23:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.588168308,77,76,183.3281195,577.4986572,85.92685896,99.24182892,Telemetry,2021-01-01 05:00:00
26,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.276559074,81,91,230.2486661,300.8600685,140.58393525,87.48375549,Telemetry,2021-01-02 02:00:00
44,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.138967061,88,100,165.6584486,262.4659256,161.48238704,99.24182892,Telemetry,2021-01-02 00:00:00
28,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.483706781,87,81,120.8823166,427.9906717,92.09820852,65.14833004,Telemetry,2020-12-31 18:00:00
48,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.516541481,71,93,139.1738908,316.2932593,76.41928864,71.06390597,Telemetry,2020-12-31 20:00:00
15,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.108878985,88,76,154.275221,558.5192849,164.69968479,74.58726412,Telemetry,2021-01-02 07:00:00
42,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.365096539,79,79,204.6441931,577.4986572,160.84558435,56.20327759,Telemetry,2021-01-02 19:00:00
32,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,85,84,241.5851041,356.7998261,85.07925259,80.63119877,Telemetry,2021-01-01 20:00:00
47,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.348184129,79,81,120.8823166,577.4986572,173.16523297,71.09621224,Telemetry,2021-01-02 03:00:00
35,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.160479065,88,97,120.8823166,268.3387506,167.35452316,70.81580544,Telemetry,2021-01-03 09:00:00
10,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.108878985,75,100,210.8986088,329.7258695,119.29206511,66.40124731,Telemetry,2021-01-02 09:00:00
11,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.518123952,70,76,206.7734051,451.9059185,188.49495649,56.20327759,Telemetry,2021-01-01 15:00:00
44,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.184528505,81,76,229.9296993,577.4986572,143.52542949,99.24182892,Telemetry,2021-01-01 17:00:00
23,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.544829166,88,76,140.9363344,277.623719,79.85444575,99.24182892,Telemetry,2021-01-01 14:00:00
35,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.454814487,80,78,165.6979233,328.9540794,131.62679415,79.0198398,Telemetry,2021-01-01 23:00:00
27,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.648176538,73,77,182.2088318,384.9311206,81.86107583,99.24182892,Telemetry,2021-01-02 01:00:00
32,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.73960534,71,95,140.2383336,577.4986572,76.41928864,86.97361806,Telemetry,2021-01-02 19:00:00
43,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,70,78,201.2989506,287.7484635,114.29863908,86.48762544,Telemetry,2021-01-02 10:00:00
30,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,70,76,253.5660858,193.0085794,76.41928864,70.38484149,Telemetry,2021-01-02 17:00:00
30,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.591298186,79,79,226.1353024,346.5124347,88.8562576,99.24182892,Telemetry,2020-12-31 23:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.708606594,76,91,134.4711618,341.8527526,188.56333112,56.20327759,Telemetry,2021-01-03 11:00:00
33,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.168181171,70,76,220.3606096,253.2032347,83.25362902,74.95164243,Telemetry,2021-01-02 00:00:00
14,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.685088105,80,93,210.2403541,521.1111815,147.21916692,81.30213,Telemetry,2021-01-02 18:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.369533735,70,88,223.7806476,399.3610213,139.05972904,60.02917995,Telemetry,2021-01-03 01:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.351437695,75,86,126.6659378,394.265578,129.83370627,80.75144599,Telemetry,2021-01-01 11:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.192014234,79,84,246.5952836,441.6174318,123.98146598,65.89727733,Telemetry,2021-01-02 14:00:00
41,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,70,85,154.9005019,479.4019133,175.31790089,91.50484532,Telemetry,2021-01-03 08:00:00
43,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.61115101,85,84,131.3246522,270.495149,146.1667781,68.75699959,Telemetry,2021-01-02 02:00:00
27,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.350509337,88,87,221.2839098,290.5706458,162.78658132,59.10511813,Telemetry,2021-01-01 05:00:00
28,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.764052878,70,76,253.5660858,443.9239702,126.26692911,76.03973943,Telemetry,2021-01-02 15:00:00
39,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.660948065,73,76,241.1120071,332.2228564,108.76506235,99.24182892,Telemetry,2021-01-01 13:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.668693678,70,84,253.5660858,352.8589928,133.17960695,63.7543552,Telemetry,2021-01-02 10:00:00
47,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.239728365,88,76,120.8823166,390.7371164,171.21032372,94.12330402,Telemetry,2021-01-01 12:00:00
43,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.527405135,74,92,120.8823166,577.4986572,99.55616124,85.19241104,Telemetry,2021-01-02 19:00:00
40,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.519542184,86,90,162.0301533,547.5208183,188.6799927,80.82066856,Telemetry,2021-01-01 18:00:00
40,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.406075827,70,76,154.5899326,430.0855281,119.93083176,62.99767982,Telemetry,2021-01-02 04:00:00
22,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.327316497,84,85,145.5745104,544.67371,76.41928864,89.47420331,Telemetry,2021-01-01 00:00:00
40,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822044736,76,80,120.8823166,374.8404064,162.05645165,91.2317376,Telemetry,2021-01-01 09:00:00
5,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.519353015,79,100,176.57951,403.5535939,188.6799927,70.02888414,Telemetry,2021-01-01 16:00:00
35,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.33536617,76,96,122.4046638,393.2095558,76.41928864,98.50743318,Telemetry,2021-01-01 15:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.601854597,73,76,250.6506869,193.3787295,116.87579421,59.09837876,Telemetry,2021-01-02 05:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.519753591,73,78,200.6491628,400.0795855,153.39945828,75.84646557,Telemetry,2021-01-02 12:00:00
36,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.375640122,70,90,189.4664783,283.0027667,182.03504893,85.65181433,Telemetry,2021-01-01 02:00:00
16,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.294274745,81,76,140.4785483,469.369566,148.26522385,62.21393586,Telemetry,2021-01-01 17:00:00
17,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.646788126,70,77,245.6292748,200.2465554,133.77917685,90.72684494,Telemetry,2020-12-31 21:00:00
15,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.638103733,76,76,141.7659739,425.1905917,86.10609901,73.61993115,Telemetry,2021-01-01 23:00:00
37,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.635831522,85,92,183.3459415,235.3853393,116.84430149,90.27397124,Telemetry,2021-01-01 22:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.677015231,75,76,168.1563221,427.5880014,91.33064967,98.94193531,Telemetry,2021-01-02 04:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.603564869,77,89,186.5859124,383.2516652,131.13318324,74.16911713,Telemetry,2021-01-02 01:00:00
2,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,82,78,240.3423389,405.5862434,138.36312626,84.13902989,Telemetry,2021-01-01 21:00:00
1,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.285320016,88,77,224.4164763,577.4986572,82.26592462,98.2214053,Telemetry,2021-01-01 14:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.496518983,82,76,169.6215359,423.8968342,157.33976717,79.96203456,Telemetry,2021-01-01 18:00:00
13,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.394576997,88,76,198.5566864,577.4986572,121.92265475,99.24182892,Telemetry,2021-01-01 11:00:00
36,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.354360701,70,76,163.9105408,251.7538548,139.96612588,60.98967451,Telemetry,2021-01-01 22:00:00
22,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.653825376,88,84,201.7278024,420.2181619,155.12367666,59.35138062,Telemetry,2021-01-02 04:00:00
1,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.53681705,70,78,196.1547061,577.4986572,111.35488464,86.02860684,Telemetry,2021-01-03 00:00:00
34,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.469108562,75,100,223.4243265,150.2111206,120.93485204,83.55869659,Telemetry,2021-01-02 08:00:00
29,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.66903469,70,82,203.2576496,319.5034519,76.41928864,86.21184825,Telemetry,2021-01-02 05:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,77,81,164.3569008,577.4986572,76.41928864,61.07114928,Telemetry,2021-01-01 14:00:00
19,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,73,98,142.9463494,306.8454068,139.83304495,99.24182892,Telemetry,2021-01-02 09:00:00
21,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.505215062,88,94,189.3909203,459.0881402,76.41928864,92.34430488,Telemetry,2021-01-02 19:00:00
43,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.379381925,73,79,214.5677673,577.4986572,188.6799927,99.24182892,Telemetry,2021-01-02 08:00:00
21,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.125770757,81,76,253.5660858,338.1309335,180.15096883,97.98379715,Telemetry,2021-01-03 02:00:00
31,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.637532674,77,76,221.3661259,577.4986572,76.41928864,56.20327759,Telemetry,2021-01-03 01:00:00
37,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.578529791,71,80,240.4423142,455.9774234,119.4115352,96.825215,Telemetry,2021-01-02 22:00:00
23,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.766749585,73,87,123.5493115,371.7349005,178.50588409,99.24182892,Telemetry,2021-01-01 12:00:00
4,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.131330619,70,91,228.5164038,413.8846821,155.08097791,59.36463086,Telemetry,2021-01-02 14:00:00
3,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.483352314,87,86,143.2388772,190.8935833,104.83522177,92.13333682,Telemetry,2021-01-01 12:00:00
33,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,81,88,158.2165415,577.4986572,126.28957497,86.51155652,Telemetry,2020-12-31 19:00:00
39,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.308067604,70,80,148.576538,150.2111206,107.902106,95.5561947,Telemetry,2021-01-02 03:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.610444191,73,79,218.4418184,577.4986572,76.41928864,85.42266974,Telemetry,2021-01-01 12:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.463474061,79,80,253.5660858,388.4170176,177.5739188,82.51541823,Telemetry,2021-01-01 21:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.543572534,84,81,209.2861045,472.2743217,179.2065248,99.24182892,Telemetry,2021-01-01 17:00:00
36,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.480749027,75,94,174.8714252,333.4151295,143.90452171,66.60158205,Telemetry,2021-01-02 10:00:00
23,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.262498704,81,87,176.1200059,577.4986572,183.37031086,85.26848656,Telemetry,2021-01-03 05:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.332436849,70,79,164.9264404,577.4986572,139.4390551,97.20737429,Telemetry,2021-01-02 12:00:00
27,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.299121755,88,93,126.3596353,577.4986572,132.37544882,56.20327759,Telemetry,2021-01-02 04:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.422209819,72,83,214.6321231,257.8234931,168.79259311,75.57807494,Telemetry,2021-01-02 04:00:00
1,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.592457938,76,76,120.8823166,453.4870221,123.49897323,78.02842813,Telemetry,2021-01-01 02:00:00
37,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.308320903,70,82,195.9968846,311.192266,128.07974328,56.20327759,Telemetry,2021-01-02 03:00:00
16,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.526141492,80,78,253.5660858,415.2554907,166.62817662,56.20327759,Telemetry,2021-01-03 21:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.590276382,85,96,129.3809262,356.0487434,77.12143041,56.40224643,Telemetry,2021-01-01 15:00:00
49,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.652649132,70,90,173.6573316,329.0265129,83.4301762,86.91976123,Telemetry,2021-01-02 18:00:00
40,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,83,85,146.970659,577.4986572,82.44387781,97.15114081,Telemetry,2021-01-01 08:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.584783703,70,78,167.6541549,577.4986572,76.41928864,71.53151723,Telemetry,2021-01-02 12:00:00
1,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.534423167,87,76,136.4433736,430.810593,146.96705417,92.54173993,Telemetry,2021-01-01 17:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.402065472,70,80,253.5660858,288.4175781,188.6799927,65.7730838,Telemetry,2021-01-01 20:00:00
14,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,75,80,120.8823166,577.4986572,188.6799927,99.24182892,Telemetry,2021-01-02 04:00:00
15,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.369255581,88,93,215.3970282,441.6438919,127.78996426,56.20327759,Telemetry,2021-01-02 10:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,81,76,161.0414996,401.6226885,188.6799927,99.24182892,Telemetry,2021-01-01 14:00:00
24,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.597800436,77,81,134.9401457,421.3746071,155.55653941,77.14838991,Telemetry,2021-01-02 06:00:00
6,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.215496704,88,100,164.8931179,401.7124888,126.5663041,74.16944282,Telemetry,2021-01-01 16:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,80,85,219.6903382,444.8601864,115.97925622,90.48599216,Telemetry,2021-01-02 13:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.484116038,83,83,209.1421975,274.7519203,166.84599577,72.31102117,Telemetry,2021-01-01 19:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.547767225,70,76,120.8823166,217.030638,97.56634078,81.4968282,Telemetry,2021-01-01 23:00:00
24,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.798701434,72,76,217.3128236,407.8162157,133.0702275,92.51021513,Telemetry,2021-01-02 18:00:00
43,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.822906196,71,77,154.6268486,565.782916,94.5646292,92.12042838,Telemetry,2020-12-31 15:00:00
50,Device_1,10.163.2.1,token_PLzaCGwe_2021=,0.662373559,75,84,207.85866,577.4986572,149.72339206,95.58762648,Telemetry,2021-01-02 03:00:00
