Supplier_Name,Supplier_Code,Alloy,Current_LB,New_LB,change
SUPPLIER A24,S080,A406,2.3,1.55,0.04
SUPPLIER A38,S071,A403,1.5,1.61,0.06
ALOY MASTERS,S048,A393,1.52,1.2,0.07
SUPPLIER A12,S069,A397,2.25,1.34,0.02
SUPPLIER A4,S063,A407,1.52,1.31,0.04
SUPPLIER A18,S080,A370,2.28,1.34,0.0
SUPPLIER A5,S064,A388,1.52,1.85,0.02
SUPPLIER A6,S038,A357,3.14,1.46,0.2
SUPPLIER H,S019,A344,2.21,1.28,0.06
SUPPLIER B,S009,A403,3.14,1.2,0.02
SUPPLIER A64,S039,A400,1.76,1.5,0.06
SUPPLIER A50,S063,A348,2.44,1.34,0.01
SUPPLIER A8,S013,A372,1.61,1.4,0.07
SUPPLIER A29,S017,A401,1.7,1.25,0.04
SUPPLIER A10,S068,A380,2.15,1.53,0.05
STRONG ALLOY,S083,A392,2.4,1.24,0.05
TOP DIE CASTING,S035,A343,2.16,1.55,0.07
SUPPLIER C,S077,A396,1.37,1.34,0.03
SUPPLIER A32,S043,B747,2.25,1.43,0.01
SUPPLIER A53,S057,A373,1.34,1.28,0.07
XYZ,S042,A330,1.43,1.43,0.07
SUPPLIER H,S083,A409,1.92,1.2,0.02
TOP DIE CASTING,S063,A388,1.55,1.35,0.03
SUPPLIER A28,S029,A357,3.14,1.31,0.04
SUPPLIER A50,S028,A390,1.59,1.23,0.05
ABC Supplier,S063,A363,1.71,1.2,-0.01
SUPPLIER A33,S007,A101,1.34,2.05,0.02
SUPPLIER A26,S045,A397,1.52,1.2,0.05
XYZ,S035,A400,1.45,1.2,0.05
SUPPLIER E,S003,A367,2.44,1.26,0.04
SUPPLIER A27,S052,A369,2.22,1.24,0.01
SUPPLIER A2,S090,A341,3.14,1.71,0.02
SUPPLIER A73,S032,A404,1.57,1.89,0.04
SUPPLIER A59,S039,A372,2.15,1.35,0.07
SUPPLIER A10,S092,A101,1.67,1.25,0.07
SUPPLIER A52,S026,A341,1.67,1.49,0.05
SUPPLIER A19,S050,A350,1.58,1.31,0.07
SUPPLIER AC,S073,A341,2.22,1.49,0.02
SUPPLIER A50,S024,A357,2.03,1.32,0.04
SUPPLIER A41,S068,A346,2.24,3.16,0.04
SUPPLIER A10,S021,A377,1.56,1.41,0.04
BLUE METAL,S043,A341,1.67,3.16,0.06
XPZ Supp,S023,A367,1.92,1.33,0.08
SUPPLIER AA,S051,A386,1.69,1.56,0.06
SUPPLIER A19,S003,A383,1.4,1.51,0.05
SUPPLIER A22,S044,A414,1.67,1.29,0.05
SUPPLIER AD,S077,A351,1.66,1.22,0.05
SUPPLIER A62,S037,A367,2.13,1.52,0.05
SUPPLIER AB,S090,A397,1.49,1.2,0.05
SUPPLIER A5,S029,A396,1.7,1.46,0.04
TOP DIE CASTING,S092,A409,2.06,1.39,0.05
SUPPLIER A67,S007,A369,1.57,1.3,0.03
SUPPLIER A22,S070,A370,2.06,1.37,0.08
ALOY MASTERS,S009,A351,1.83,1.36,0.02
SUPPLIER A49,S015,A388,1.57,1.57,0.06
SUPPLIER A33,S074,A346,2.34,1.33,0.08
SUPPLIER A51,S050,A363,1.25,1.32,0.05
SUPPLIER A25,S009,A400,2.07,1.4,0.02
SUPPLIER A44,S081,A393,3.14,1.28,0.04
SUPPLIER A35,S040,A340,2.03,1.51,0.05
SUPPLIER A29,S093,A404,1.55,1.39,0.04
SUPPLIER A18,S042,A380,2.11,1.61,0.08
SUPPLIER AD,S017,A400,1.45,1.3,0.04
SUPPLIER A22,S074,A348,1.55,1.3,0.05
STRONG ALLOY,S061,A342,2.37,3.16,-0.0
SUPPLIER A18,S026,A376,1.3,1.32,0.02
TOP DIE CASTING,S063,A396,1.67,1.29,0.02
SUPPLIER C,S047,A341,1.86,2.94,0.02
SUPPLIER A49,S006,A101,1.84,1.6,0.03
SUPPLIER A73,S073,A375,2.09,1.43,0.07
TOP DIE CASTING,S049,A366,2.17,1.54,0.07
STRONG ALLOY,S056,A371,1.52,1.35,0.03
SUPPLIER A35,S003,A396,2.52,1.44,0.07
SUPPLIER A18,S016,A344,1.76,1.47,0.05
SUPPLIER A29,S039,A400,2.29,1.44,0.04
SUPPLIER C,S057,A341,3.14,1.37,0.05
SUPPLIER A22,S020,A343,2.2,1.53,0.05
SUPPLIER A51,S044,A404,2.03,1.5,0.05
TOP DIE CASTING,S023,A383,2.28,1.96,0.04
SUPPLIER D,S032,A381,1.75,1.66,0.08
SUPPLIER A34,S063,A401,1.87,1.33,0.05
SUPPLIER A61,S015,A366,1.43,1.34,0.05
SUPPLIER A46,S040,A379,2.03,1.22,0.05
STRONG ALLOY,S052,A369,1.65,1.2,0.02
SUPPLIER A29,S041,A393,1.7,1.58,0.04
SUPPLIER A27,S063,A406,1.84,1.26,0.06
SUPPLIER A61,S086,A403,1.64,1.52,0.04
SUPPLIER A24,S053,A374,1.45,1.31,0.01
SUPPLIER A26,S071,A380,1.74,2.96,0.07
SUPPLIER A67,S040,A412,1.59,1.2,0.03
SUPPLIER A26,S064,A374,3.14,1.34,0.05
SUPPLIER A22,S092,A320,1.7,1.24,0.01
SUPPLIER A19,S057,A377,1.51,1.59,0.07
SUPPLIER A20,S045,A341,1.72,1.36,0.02
SUPPLIER A65,S022,A345,1.75,1.2,0.02
SUPPLIER A52,S071,A392,1.99,2.01,0.07
SUPPLIER A12,S054,A404,2.09,1.2,0.02
SUPPLIER A57,S079,A376,1.59,1.38,0.04
SUPPLIER A32,S083,B747,1.54,1.21,-0.0
ALOY MASTERS,S058,A409,1.55,1.27,0.04
SUPPLIER A32,S023,A344,1.94,1.29,0.04
SUPPLIER B,S090,A345,1.7,1.36,0.04
SUPPLIER A8,S083,A400,1.4,1.55,0.05
SUPPLIER A8,S014,A380,1.61,1.28,0.04
SUPPLIER A15,S066,A388,2.02,1.41,0.03
SUPPLIER A26,S026,A340,1.6,1.2,0.0
XPZ Supp,S080,A393,1.6,1.37,0.02
STRONG ALLOY,S025,A393,2.31,1.26,0.03
SUPPLIER A2,S038,A393,1.62,1.96,0.01
SUPPLIER AC,S039,A380,2.34,1.38,0.05
SUPPLIER A73,S051,A101,1.77,1.2,0.04
SUPPLIER A67,S001,A364,2.5,1.58,0.02
TOP DIE CASTING,S088,A394,1.76,1.39,0.05
SUPPLIER A36,S090,A408,2.05,1.37,0.07
SUPPLIER A4,S042,A340,2.4,1.22,0.05
SUPPLIER A4,S026,A359,1.79,1.2,0.07
SUPPLIER A1,S085,A340,1.68,1.33,0.0
SUPPLIER A54,S035,A407,1.39,1.43,0.01
SUPPLIER A33,S056,A393,1.95,1.55,0.0
SUPPLIER A24,S084,A376,1.66,1.33,0.03
SUPPLIER A1,S069,A366,1.68,1.2,0.04
SUPPLIER A49,S035,A330,2.5,1.29,0.02
SUPPLIER A49,S080,A388,1.63,1.35,0.04
SUPPLIER A35,S039,A364,1.47,1.57,0.06
SUPPLIER A57,S002,A385,2.26,1.48,0.02
SUPPLIER A1,S001,A401,1.64,1.24,0.05
SUPPLIER B,S071,A397,1.67,1.56,0.06
SUPPLIER A72,S057,A344,2.06,2.33,0.08
SUPPLIER A66,S022,A340,1.81,2.12,0.04
SUPPLIER A64,S092,A381,1.68,1.37,0.02
SUPPLIER A28,S017,A385,1.67,1.38,0.05
XYZ,S051,A395,1.58,1.42,-0.0
SUPPLIER AC,S015,A380,1.69,1.2,0.05
SUPPLIER A20,S037,A360,1.73,1.38,0.05
SUPPLIER A58,S040,A101,2.17,1.62,0.06
SUPPLIER A48,S030,A354,1.69,1.33,0.01
TOP DIE CASTING,S080,A361,3.14,1.26,0.03
SUPPLIER A36,S024,A410,1.7,2.14,0.07
SUPPLIER A3,S038,A396,2.68,1.27,0.0
ALOY MASTERS,S048,A385,1.78,1.49,0.0
SUPPLIER A9,S026,A340,1.68,1.22,0.06
SUPPLIER A46,S001,A399,3.14,1.63,0.01
STRONG ALLOY,S058,A370,1.75,1.33,0.04
TOP DIE CASTING,S090,A393,1.57,1.32,0.05
SUPPLIER C,S070,A357,1.82,1.52,0.06
SUPPLIER A70,S015,A415,2.38,1.53,0.06
SUPPLIER A67,S061,A368,2.41,1.58,0.06
SUPPLIER A33,S084,A379,2.4,1.61,0.02
SUPPLIER H,S037,A320,1.51,1.44,0.05
TOP DIE CASTING,S016,A344,1.56,1.2,0.05
ALOY MASTERS,S092,A400,2.28,1.32,0.07
SUPPLIER A32,S019,A101,1.62,1.22,0.01
SUPPLIER F,S056,A402,1.85,1.6,0.07
SUPPLIER A9,S073,A365,2.03,1.43,0.08
SUPPLIER A1,S050,A414,1.65,1.23,0.06
BLUE METAL,S083,A383,2.09,1.23,0.02
SUPPLIER A22,S010,A409,2.26,1.39,0.02
SUPPLIER A44,S090,A414,1.71,1.57,0.01
SUPPLIER A64,S046,A410,1.54,1.29,0.04
SUPPLIER A30,S042,A348,2.42,1.45,0.06
SUPPLIER AC,S049,A396,1.72,1.47,0.03
SUPPLIER A46,S021,A408,2.07,1.72,0.04
XYZ,S002,A377,1.93,1.31,0.04
SUPPLIER A12,S069,A397,1.32,1.36,0.02
SUPPLIER A50,S026,A406,1.34,1.63,0.05
SUPPLIER A64,S014,A369,2.08,1.2,0.06
SUPPLIER A32,S015,A379,1.64,1.4,0.04
SUPPLIER A24,S024,A368,2.37,1.53,0.06
SUPPLIER A55,S037,A362,2.32,1.36,0.05
SUPPLIER A60,S085,A340,1.72,1.35,0.02
SUPPLIER AD,S024,A414,1.37,1.42,0.05
SUPPLIER A51,S001,A340,1.8,1.54,0.06
SUPPLIER A17,S081,A412,1.57,1.36,0.01
SUPPLIER A63,S066,A371,2.28,1.55,0.03
SUPPLIER A65,S093,A394,1.64,1.39,0.01
SUPPLIER A6,S014,A402,1.45,1.46,0.08
TOP DIE CASTING,S050,A101,1.66,1.2,0.02
SUPPLIER A51,S075,A414,3.14,1.33,0.07
SUPPLIER A35,S084,A344,1.52,1.4,0.07
SUPPLIER A39,S090,A370,1.76,1.79,0.05
SUPPLIER A36,S092,A374,2.25,1.52,0.06
SUPPLIER A48,S050,A396,2.48,1.2,0.03
SUPPLIER A67,S035,A375,2.14,1.47,0.05
SUPPLIER A44,S048,A394,1.48,1.23,0.08
SUPPLIER A53,S078,A361,2.02,1.64,0.03
SUPPLIER A46,S068,A352,2.35,1.63,0.02
SUPPLIER A4,S016,A362,2.11,1.36,0.02
SUPPLIER A72,S082,B747,3.14,1.94,0.02
SUPPLIER A51,S027,A376,2.55,1.2,0.06
SUPPLIER A31,S001,A359,1.56,1.42,0.07
SUPPLIER A60,S059,A391,2.21,1.46,0.05
ABC Supplier,S013,A385,2.03,1.68,0.04
TOP DIE CASTING,S021,A367,1.97,1.47,0.03
SUPPLIER A54,S007,A354,2.32,1.52,0.2
SUPPLIER A7,S070,A404,1.71,1.28,0.04
ALOY MASTERS,S075,A383,1.62,1.6,0.02
SUPPLIER A26,S012,A346,2.07,1.21,0.07
TOP DIE CASTING,S072,A391,2.48,1.66,0.05
SUPPLIER A28,S026,A346,1.59,1.39,0.08
SUPPLIER A59,S014,A412,2.01,1.6,-0.0
SUPPLIER A53,S021,A391,2.1,1.2,0.05
SUPPLIER A29,S076,A101,3.14,1.2,0.06
SUPPLIER A33,S075,A347,2.23,1.2,0.0
SUPPLIER A5,S016,A386,2.59,2.63,0.06
SUPPLIER A48,S068,A394,2.33,1.41,0.03
SUPPLIER A35,S022,A403,2.15,1.2,0.05
SUPPLIER A29,S016,A377,2.08,1.65,0.05
SUPPLIER A19,S090,A395,1.93,1.3,-0.0
SUPPLIER A3,S056,A377,1.22,1.56,0.08
SUPPLIER A61,S058,A400,1.68,1.39,0.05
SUPPLIER B,S039,A357,1.35,2.04,0.06
TOP DIE CASTING,S024,A365,2.14,1.26,0.02
SUPPLIER A3,S002,A348,1.94,1.52,0.04
SUPPLIER A55,S064,B747,2.55,1.57,-0.02
SUPPLIER A21,S001,A342,1.7,1.52,0.02
SUPPLIER AA,S072,A347,2.15,1.2,0.06
SUPPLIER A6,S024,A388,1.48,1.47,0.04
SUPPLIER A53,S007,A375,1.76,1.71,0.03
SUPPLIER A67,S020,A403,1.75,2.2,0.06
TOP DIE CASTING,S019,A380,2.02,1.6,0.06
BLUE METAL,S076,A390,1.66,1.46,-0.02
SUPPLIER AC,S038,A400,1.76,1.34,0.03
SUPPLIER A46,S072,A400,2.54,1.36,0.05
SUPPLIER A6,S009,A375,1.96,1.2,-0.03
SUPPLIER A59,S087,A344,1.63,1.52,0.01
SUPPLIER A19,S038,A400,1.71,1.31,0.04
SUPPLIER A29,S052,A101,2.54,1.3,0.01
SUPPLIER A54,S027,A352,1.92,1.32,0.04
SUPPLIER A12,S084,A380,1.65,1.35,0.03
TOP DIE CASTING,S056,A400,1.45,1.3,0.04
SUPPLIER A41,S090,A388,2.22,1.43,0.04
SUPPLIER A60,S074,A380,1.69,1.98,0.03
SUPPLIER G,S068,A352,1.53,1.45,0.03
SUPPLIER AA,S052,A361,3.14,2.07,0.03
SUPPLIER A55,S082,A340,2.11,1.88,0.03
SUPPLIER A19,S020,A346,2.14,1.2,0.06
SUPPLIER B,S044,A380,1.51,1.38,0.03
BLUE METAL,S042,A350,3.14,1.62,0.03
SUPPLIER A15,S047,A342,1.77,1.28,0.03
SUPPLIER A22,S048,A401,1.51,1.34,0.05
SUPPLIER A58,S018,A372,3.14,1.37,0.07
TOP DIE CASTING,S022,A370,1.86,1.45,0.03
SUPPLIER A58,S056,A381,1.95,1.42,0.07
SUPPLIER A10,S027,A372,1.51,1.42,0.05
SUPPLIER A19,S077,A402,1.81,1.39,0.03
SUPPLIER D,S016,A343,2.29,1.29,0.06
BLUE METAL,S044,A394,2.01,1.36,0.05
SUPPLIER A29,S016,A344,1.64,1.49,0.06
SUPPLIER A12,S041,A410,2.02,1.81,0.06
SUPPLIER A68,S006,A381,3.14,1.36,0.02
SUPPLIER A65,S064,A397,1.9,1.34,0.07
SUPPLIER A19,S049,A388,1.51,1.31,0.04
SUPPLIER A21,S056,A408,1.77,1.53,0.04
SUPPLIER A53,S063,A395,2.22,1.64,0.03
SUPPLIER A5,S037,A414,3.14,1.55,0.2
SUPPLIER A3,S002,A368,1.6,1.32,0.04
SUPPLIER A49,S079,A373,2.31,1.46,0.05
XYZ,S012,A361,2.57,1.44,0.07
SUPPLIER A32,S019,A330,1.49,1.6,0.03
TOP DIE CASTING,S024,A341,1.73,1.57,0.0
SUPPLIER A70,S023,A101,2.09,1.32,0.05
SUPPLIER A6,S071,A348,1.35,1.23,0.04
SUPPLIER A66,S022,A407,1.55,1.39,0.04
SUPPLIER A5,S050,A345,3.14,1.2,0.04
SUPPLIER A72,S009,A348,1.52,1.51,0.02
SUPPLIER A67,S013,A370,2.48,1.66,-0.0
SUPPLIER A63,S070,A407,1.37,1.28,0.03
SUPPLIER A55,S028,A388,1.74,1.48,0.02
SUPPLIER A41,S068,A349,1.64,1.58,0.06
SUPPLIER A27,S079,A363,1.5,1.24,0.07
SUPPLIER A70,S085,A346,2.47,1.51,0.06
SUPPLIER A9,S072,A370,1.63,1.45,0.08
SUPPLIER A73,S063,A371,1.49,1.56,0.08
SUPPLIER F,S025,A401,1.6,1.38,0.03
SUPPLIER A52,S018,A366,1.51,1.23,-0.01
SUPPLIER A49,S072,A405,1.66,1.2,0.05
SUPPLIER AB,S026,A320,1.6,1.51,0.0
SUPPLIER A33,S042,A400,1.56,1.48,0.03
SUPPLIER A27,S023,A380,1.82,1.42,0.07
SUPPLIER A72,S017,A406,1.44,1.68,0.06
SUPPLIER A72,S043,A359,1.54,2.21,0.03
SUPPLIER A8,S084,A368,1.61,1.89,0.03
SUPPLIER A58,S075,A388,2.23,1.39,0.04
SUPPLIER A57,S042,A362,1.63,1.26,0.06
SUPPLIER AA,S001,A393,1.64,1.7,0.06
SUPPLIER A55,S027,A401,1.71,1.29,0.01
SUPPLIER A49,S080,A359,2.18,1.79,0.05
SUPPLIER A19,S058,A394,3.14,1.38,0.02
SUPPLIER F,S035,A377,1.57,1.2,0.08
SUPPLIER A26,S051,A386,1.99,1.24,0.01
SUPPLIER A32,S055,A377,1.67,1.29,0.07
SUPPLIER A44,S058,A371,2.21,1.2,0.04
SUPPLIER A54,S078,A392,1.87,1.49,-0.01
SUPPLIER A48,S028,A349,2.21,1.44,0.03
SUPPLIER A21,S032,A409,2.32,1.22,0.06
SUPPLIER A31,S043,A330,3.14,1.2,0.06
SUPPLIER A31,S017,A380,2.38,1.2,0.03
SUPPLIER A24,S053,A341,1.59,1.36,0.03
SUPPLIER A60,S011,A402,2.07,1.44,0.04
SUPPLIER A27,S037,A408,3.14,1.52,0.04
SUPPLIER A67,S003,A396,1.51,1.29,0.03
SUPPLIER C,S064,A380,1.46,1.97,0.02
SUPPLIER A21,S075,A342,2.21,1.35,-0.02
SUPPLIER A24,S059,A390,2.3,1.3,0.05
SUPPLIER A73,S047,A101,2.11,2.03,0.03
SUPPLIER A30,S071,A345,1.64,1.39,0.06
SUPPLIER A48,S055,A405,1.69,1.43,0.03
TOP DIE CASTING,S081,A396,1.66,1.54,0.07
SUPPLIER A54,S032,A320,2.26,1.38,0.05
SUPPLIER A60,S083,A398,3.14,1.44,0.03
SUPPLIER A29,S046,A350,2.12,1.41,0.06
SUPPLIER A49,S061,A393,1.43,1.34,0.05
SUPPLIER A3,S061,A402,1.55,1.37,0.05
SUPPLIER A57,S001,A380,1.6,1.22,0.07
BLUE METAL,S035,A415,1.7,1.5,0.07
SUPPLIER B,S083,A391,3.14,1.42,0.06
XYZ,S081,A330,1.87,1.61,0.06
SUPPLIER A17,S032,A368,2.09,1.3,0.02
SUPPLIER A65,S029,A340,2.39,1.37,0.04
SUPPLIER A70,S063,A380,1.77,1.29,0.06
BLUE METAL,S086,A404,2.08,1.33,0.07
SUPPLIER A17,S079,A380,1.48,1.45,-0.0
SUPPLIER A7,S037,A369,2.04,1.49,0.03
SUPPLIER A24,S054,A390,2.14,1.37,0.04
SUPPLIER A10,S039,A357,2.09,1.51,0.07
TOP DIE CASTING,S013,A386,1.98,1.48,0.08
SUPPLIER C,S027,A375,1.98,1.39,0.05
SUPPLIER A18,S023,A397,2.15,1.2,0.06
SUPPLIER E,S069,A380,1.6,1.45,0.04
SUPPLIER A6,S027,A383,1.43,1.46,0.04
SUPPLIER A20,S019,A400,1.66,1.38,0.07
SUPPLIER A66,S038,A383,2.3,1.43,0.04
SUPPLIER A52,S038,A400,1.9,1.43,-0.0
SUPPLIER A51,S035,A398,3.14,1.37,0.06
SUPPLIER A51,S025,A365,1.59,1.26,0.03
ABC Supplier,S053,A374,2.05,1.58,0.01
SUPPLIER H,S043,A395,1.95,1.2,0.06
SUPPLIER A65,S010,A374,2.38,1.2,0.07
SUPPLIER A27,S041,A340,1.53,3.16,0.07
SUPPLIER AD,S085,A360,1.92,1.78,0.04
STRONG ALLOY,S074,A340,1.4,1.34,0.02
SUPPLIER H,S071,A364,1.69,1.65,0.04
SUPPLIER A48,S088,A372,1.75,1.34,-0.01
SUPPLIER A66,S039,A351,3.14,1.31,0.02
SUPPLIER A5,S081,A404,2.21,1.2,0.05
SUPPLIER A26,S068,A395,2.0,1.31,0.02
SUPPLIER AA,S054,A368,1.51,1.2,0.04
SUPPLIER A50,S078,A372,3.14,1.22,0.07
SUPPLIER A38,S076,A404,2.04,1.28,0.04
SUPPLIER E,S072,A372,1.9,2.83,0.05
ALOY MASTERS,S092,A372,1.51,1.61,0.03
XYZ,S044,A351,2.04,1.27,-0.03
SUPPLIER A38,S068,A372,1.21,1.35,0.05
SUPPLIER A52,S056,A359,1.82,1.92,0.07
SUPPLIER A68,S052,A330,1.77,1.28,0.0
SUPPLIER A12,S001,A400,2.31,1.51,0.07
SUPPLIER A25,S010,A397,1.77,1.39,0.06
SUPPLIER D,S061,A377,1.95,1.4,0.05
SUPPLIER A52,S070,A377,1.65,1.61,0.08
SUPPLIER AB,S049,A351,1.44,1.74,-0.01
SUPPLIER A58,S092,A407,1.64,1.5,0.04
SUPPLIER A18,S010,A400,1.75,1.35,0.06
SUPPLIER A35,S045,A385,1.43,1.2,0.03
SUPPLIER A50,S028,A399,1.57,1.32,0.02
SUPPLIER A18,S053,A365,1.63,1.34,0.07
XYZ,S079,A348,1.4,1.41,0.03
SUPPLIER A41,S057,A369,1.62,1.29,0.04
SUPPLIER A33,S016,A400,1.64,1.51,0.06
STRONG ALLOY,S024,A330,2.07,1.29,0.05
SUPPLIER A19,S047,A400,2.26,1.48,0.01
SUPPLIER A5,S006,A391,1.58,1.2,0.06
SUPPLIER A52,S039,A340,1.52,1.22,0.02
SUPPLIER D,S077,A347,1.78,1.25,0.04
SUPPLIER A20,S049,A341,3.14,1.36,0.05
SUPPLIER A33,S038,A414,1.95,1.3,0.03
SUPPLIER AC,S029,B747,1.71,1.45,0.03
SUPPLIER A35,S074,A376,1.96,1.3,0.01
TOP DIE CASTING,S026,A393,1.35,1.2,0.05
SUPPLIER A50,S026,A340,1.47,1.2,0.05
SUPPLIER A60,S037,A352,1.78,1.52,0.04
SUPPLIER A60,S064,A400,1.46,1.33,0.06
SUPPLIER A4,S013,A414,1.6,1.57,0.0
SUPPLIER A12,S071,A392,1.9,1.22,0.03
SUPPLIER A33,S015,A386,1.47,1.2,0.06
SUPPLIER A33,S087,A350,1.56,1.55,0.03
SUPPLIER A18,S030,A402,1.74,1.95,0.05
SUPPLIER A67,S072,A388,1.67,1.56,0.03
STRONG ALLOY,S066,A330,1.73,1.39,0.01
SUPPLIER A43,S019,A367,3.14,1.5,0.03
SUPPLIER A66,S068,A410,1.82,1.32,0.06
ALOY MASTERS,S085,A400,2.35,1.29,0.01
SUPPLIER A54,S045,A392,1.6,1.57,0.03
SUPPLIER A43,S074,A395,2.25,1.4,0.2
SUPPLIER A30,S076,A381,2.48,1.33,0.05
SUPPLIER A65,S050,A399,1.61,1.2,0.03
SUPPLIER A29,S056,A386,2.4,1.43,0.04
SUPPLIER A18,S011,A345,1.64,3.13,0.04
SUPPLIER A12,S053,A412,1.71,1.38,0.03
TOP DIE CASTING,S013,A403,1.7,1.5,0.02
SUPPLIER A22,S011,A364,1.68,1.42,0.05
TOP DIE CASTING,S069,A340,1.52,1.47,0.05
SUPPLIER A8,S080,A401,3.14,1.24,0.06
SUPPLIER A52,S008,A374,2.42,1.46,0.04
SUPPLIER A31,S088,A403,1.46,1.45,0.07
SUPPLIER A37,S063,A372,2.36,2.04,0.06
SUPPLIER A51,S029,A363,2.08,1.36,0.05
SUPPLIER C,S055,A400,2.37,1.36,0.06
SUPPLIER AA,S038,A372,1.79,1.2,0.02
SUPPLIER A9,S079,A401,1.75,1.76,0.08
SUPPLIER A50,S039,A400,3.14,1.5,0.06
SUPPLIER A28,S083,A401,2.03,1.2,0.04
SUPPLIER F,S003,A380,2.25,1.41,0.06
SUPPLIER A64,S022,A345,3.14,1.53,0.05
SUPPLIER A37,S043,A365,1.49,1.2,0.07
BLUE METAL,S035,A380,1.71,1.4,0.02
SUPPLIER AC,S075,A320,3.14,1.34,0.08
SUPPLIER A24,S058,A375,1.35,1.82,0.01
SUPPLIER A53,S056,A396,2.05,1.2,0.07
SUPPLIER A23,S072,A399,1.72,1.28,0.03
SUPPLIER A41,S002,A341,2.41,1.74,0.01
SUPPLIER A26,S012,A400,1.89,1.2,0.04
SUPPLIER A72,S024,A400,1.47,1.36,0.04
SUPPLIER A1,S001,A393,1.77,1.99,-0.0
ABC Supplier,S072,A405,1.34,1.2,0.05
SUPPLIER A30,S010,A359,1.59,1.45,0.0
SUPPLIER AC,S079,A406,1.78,2.03,0.02
SUPPLIER A27,S090,A351,2.03,1.41,0.07
SUPPLIER A7,S030,A347,1.98,1.22,0.06
SUPPLIER A56,S026,A372,2.46,1.47,0.06
SUPPLIER A10,S079,A400,2.27,1.31,-0.02
SUPPLIER A28,S072,A348,2.14,1.56,0.03
XPZ Supp,S050,A330,1.35,1.44,0.0
SUPPLIER A18,S010,A400,2.28,1.58,0.08
SUPPLIER A5,S032,A344,2.25,1.26,0.07
SUPPLIER A6,S078,A365,1.54,1.28,0.07
SUPPLIER A21,S028,A375,2.22,1.27,0.05
SUPPLIER A34,S077,A380,1.78,1.28,0.05
SUPPLIER A58,S003,A403,2.1,1.66,0.01
SUPPLIER A17,S027,A398,1.58,1.4,0.04
SUPPLIER D,S021,A393,1.76,1.36,0.05
ALOY MASTERS,S080,A398,2.3,1.64,0.06
SUPPLIER G,S079,A400,2.08,1.31,0.06
SUPPLIER A22,S037,A349,3.14,1.21,0.05
SUPPLIER A2,S087,A380,2.0,1.93,0.06
SUPPLIER A39,S040,A393,1.64,1.31,0.04
SUPPLIER A64,S008,A357,1.6,1.63,0.06
SUPPLIER A30,S087,A381,1.74,1.52,0.08
SUPPLIER A53,S071,A377,1.98,1.38,0.06
SUPPLIER A66,S032,A407,1.36,1.24,0.05
SUPPLIER A53,S032,A380,2.2,1.2,-0.0
SUPPLIER A65,S050,A366,1.86,1.27,0.06
SUPPLIER A31,S054,A400,2.26,1.54,0.05
SUPPLIER A9,S084,A360,1.84,1.31,0.05
SUPPLIER A36,S015,A377,2.15,1.39,0.01
SUPPLIER A52,S016,A394,1.56,1.34,0.06
TOP DIE CASTING,S048,A380,2.53,1.26,0.04
SUPPLIER A3,S055,A388,1.63,1.67,0.05
SUPPLIER A4,S024,A350,1.54,1.62,0.05
SUPPLIER A32,S037,A402,2.23,1.42,0.04
SUPPLIER A23,S037,A340,1.21,1.21,0.03
SUPPLIER A18,S030,A352,1.95,1.88,0.05
SUPPLIER A12,S059,A383,1.54,1.29,0.04
SUPPLIER A46,S075,A396,1.46,1.69,0.05
SUPPLIER A39,S079,A368,3.14,1.56,0.04
SUPPLIER A31,S092,A400,1.53,1.43,0.03
SUPPLIER A5,S042,A349,2.04,1.23,0.03
SUPPLIER F,S019,A351,2.28,1.27,0.04
SUPPLIER A57,S043,A377,1.6,1.43,0.05
SUPPLIER A6,S019,A354,2.15,1.29,0.05
STRONG ALLOY,S082,A397,2.08,1.48,0.04
BLUE METAL,S061,A398,1.48,1.2,0.02
SUPPLIER C,S042,A373,1.87,1.43,-0.02
BLUE METAL,S046,A391,2.15,1.2,0.0
ABC Supplier,S083,A330,1.37,1.21,0.03
SUPPLIER A65,S051,A400,1.65,1.28,0.07
SUPPLIER A57,S043,A351,2.26,1.4,0.04
SUPPLIER A32,S042,A400,1.74,2.02,0.03
SUPPLIER A60,S019,A368,1.22,1.31,0.04
SUPPLIER A6,S047,A407,1.36,1.38,0.05
SUPPLIER D,S002,A346,2.04,1.2,0.05
SUPPLIER A17,S092,A379,2.08,1.35,0.02
TOP DIE CASTING,S056,A368,2.23,1.28,0.03
SUPPLIER AB,S071,A380,1.76,1.34,0.06
SUPPLIER A2,S021,A401,1.48,1.51,0.06
SUPPLIER A28,S051,A348,2.11,1.3,0.04
SUPPLIER A37,S093,A400,1.79,1.22,0.05
SUPPLIER A26,S041,A402,1.52,1.4,0.03
SUPPLIER A65,S038,A349,1.56,1.37,0.06
TOP DIE CASTING,S019,B747,2.29,1.49,0.05
SUPPLIER A39,S047,A101,2.13,1.61,0.08
SUPPLIER A62,S069,A393,2.09,1.34,0.05
SUPPLIER A54,S074,A408,1.89,1.65,0.04
SUPPLIER A18,S013,A400,2.1,1.2,0.03
SUPPLIER D,S048,A357,1.69,1.34,0.04
STRONG ALLOY,S078,A354,1.7,1.33,-0.01
SUPPLIER A67,S064,A397,1.73,1.32,0.06
SUPPLIER A48,S041,A403,1.99,1.37,0.02
SUPPLIER A26,S006,A381,1.59,1.42,0.02
SUPPLIER A36,S021,A372,1.7,1.27,0.03
SUPPLIER A48,S008,A388,1.61,1.38,0.03
