Time,Sensor_0,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20
22-07-2008 14.00,3095.78,2428.37,2184.4333,960.8618,0.9987,100,95.4878,0.1199,1.5342,0.025,0.0059,0.953853133721211,201.2954,0,13.6872,417.8359,9.591129470260025,0.9637,183.3869,12.4848,1.4065
22-07-2008 2.59,3018.39,2428.37,2246.2691,1130.7952,1.5509,100,101.902,0.1234,1.5816,-0.029986029483786966,0.0079,0.9541036199244786,226.0086,0,9.8726,419.8018,9.727779512409997,0.9632,215.03661964167276,12.4384,1.3977
19-07-2008 20.24,3095.78,2428.37,2270.2556,976.8382,1.4326,100,99.1814,0.1205,1.5156,0.010898375667045537,-0.008,0.9497331552919651,193.671,0,13.3975,426.5352,9.1999,0.9693,183.3869,12.5635,1.4045
20-07-2008 3.35,3056.62,2628.2,2251.4355,1698.0172,0.9888,100,95.4878,0.1242,1.4899,0.009361704579080407,-0.0175,0.9433,200.4339,0,7.9558,411.9507,9.680649182524457,0.9736,186.82214081466472,12.3012,1.3944
22-07-2008 2.59,3011.46,2550.26,2200.6357,877.6266,0.7884,100,101.0091,0.1257,1.5816,0.012877027459039594,-0.0179,0.9463482536728861,199.45,0,7.9558,421.9371,9.543062063940413,0.9747,198.63709347768918,12.5125,1.4273
21-07-2008 8.21,3095.78,2502.71,2228.9402,1088.4127,1.0625,100,95.4878,0.1187,1.5816,0.019496742990911864,-0.0023,0.9625735926618623,208.0336,0,13.1129,414.0809,9.1999,0.9638,187.47897122327606,11.4114,1.4107
19-07-2008 19.45,3088.25,2428.37,2184.4333,883.629,1.5509,100,99.0532,0.1198,1.453,-0.0367,-0.0129,0.9586659274104464,208.5318,0,11.4059,423.1191,9.1999,0.9644,183.3869,12.4657,1.4138
22-07-2008 8.41,3094.66,2428.37,2184.4333,1476.3445,1.5509,100,103.3015,0.1194,1.5011,0.003022831369016526,-0.0179,0.9497462090313082,200.1238,0,9.339,417.7914,9.452007773369486,0.9692,190.49438582634446,12.5635,1.3848
19-07-2008 17.53,3082.71,2467.33,2239.9068,877.6266,0.8022,100,107.8711,0.1185,1.5816,-0.005873216297838929,-0.0022,0.9594719653948343,216.8156,0,8.679,407.8265,10.363847395642571,0.9633,186.49400973544164,12.5635,1.4262
22-07-2008 11.47,3068.79,2442.94,2215.203,1421.3893,1.0548,100,95.4878,0.1257,1.5579,-0.017681375814738755,-0.0021,0.9577695585559752,226.0086,0,7.9558,416.2807,9.1999,0.9707,185.87706121087552,12.4961,1.4238
19-07-2008 15.22,3095.78,2428.37,2184.4333,1119.5837,1.3372,100,100.0472,0.1257,1.5396,-0.013118026852496504,-0.0179,0.9605225998773159,199.8166,0,11.1582,405.4082,10.241534517675532,0.9732,183.3869,12.5635,1.3927
19-07-2008 21.57,3095.78,2480.67,2184.4333,877.6266,1.5509,100,103.9977,0.1185,1.5492,-0.024156857732154056,0.0146,0.9469766882446011,207.9424,0,10.8399,428.9826,9.1999,0.9688,213.46064928478816,12.371,1.4024
19-07-2008 21.57,3015.23,2521.52,2261.6954,1190.9555,1.1967,100,106.2341,0.1257,1.5022,0.019916939742898175,0.0216,0.9515099657139081,200.5941,0,8.8565,423.1814,10.101822808876145,0.9632,186.21936455319192,12.3925,1.4186
22-07-2008 8.41,3087.45,2428.37,2184.4333,1157.2103,1.5326,100,99.6988,0.1205,1.5268,0.025,0.0058,0.9433,201.1013,0,13.6872,419.2406,9.1999,0.9688,192.24873174563342,10.957,1.4135
22-07-2008 2.59,3095.78,2617.26,2189.276,1585.7502,1.5072,100,105.0509,0.1226,1.5816,-0.008295510802726625,0.0141,0.9535031928674079,205.1769,0,11.0121,425.8245,10.287466918741694,0.9643,183.3869,10.7029,1.3973
19-07-2008 17.53,3061.62,2649.64,2210.8913,1507.0601,1.5321,100,99.1007,0.1257,1.4518,-0.0367,-0.0127,0.9525066656891483,226.0086,0,7.9558,406.3882,9.985788980107484,0.9684,187.41009498438933,10.7029,1.3947
19-07-2008 20.24,2977.72,2609.87,2184.4333,1574.0713,0.9697,100,101.8773,0.1254,1.5816,0.023583853209996324,0.0097,0.9498486785634463,202.5405,0,12.452,428.9826,9.47213173216241,0.9646,183.3869,12.5635,1.3846
22-07-2008 0.03,3095.78,2428.37,2227.2504,1314.9179,1.326,100,97.1348,0.1257,1.5816,-0.003512221867869302,-0.0179,0.9614833393214047,203.7313,0,9.4373,404.5667,9.689516955923672,0.9693,183.5720965781474,12.4679,1.4278
19-07-2008 19.45,3069.65,2428.87,2223.8799,1305.2199,1.3874,100,105.44,0.1257,1.5063,-0.009301024609480355,0.0125,0.9699,216.0968,0,7.9558,417.428,9.1999,0.971,183.3869,12.4546,1.4141
19-07-2008 19.44,3095.78,2428.37,2270.2556,999.5555,1.4187,100,106.6593,0.1227,1.5816,0.006615440115053038,-0.0179,0.9509700940102339,198.2845,0,8.7451,407.607,9.640117565948431,0.9699,183.3869,12.3505,1.4278
19-07-2008 19.44,2933.99,2428.37,2184.4333,877.6266,1.5509,100,100.814,0.1185,1.5425,0.013217902216171027,-0.0179,0.9502469825952565,203.4874,0,10.5304,423.0752,10.26863803669808,0.9644,183.3869,12.3746,1.4192
19-07-2008 21.35,3095.78,2428.37,2214.7689,1264.21,1.5509,100,99.4987,0.1257,1.5816,0.0006156287292125584,0.0021,0.9518003856170968,226.0086,0,11.8686,404.5667,10.4109,0.9693,183.3869,12.2268,1.4213
19-07-2008 19.44,2993.75,2428.37,2249.6807,877.6266,1.3594,100,96.149,0.1257,1.5816,-0.017492549802423124,-0.0039,0.962172749800428,199.0574,0,9.2365,414.4677,9.771371004858274,0.9661,183.3869,12.5635,1.4051
22-07-2008 0.03,3095.78,2428.37,2184.4333,877.6266,1.5509,100,101.6947,0.1205,1.5816,0.01325100417065442,0.0047,0.9649897025945536,200.1902,0,8.385,421.1328,9.70666564856417,0.9696,188.3824379994309,12.4338,1.4269
22-07-2008 8.41,2993.57,2596.31,2241.7008,1138.0343,1.3001,100,104.5879,0.1219,1.5816,0.025,0.0042,0.9483152461961486,214.7513,0,13.1603,424.4567,9.326175255151782,0.9626,186.7105058502911,12.4039,1.4278
19-07-2008 15.22,3095.78,2540.25,2245.3156,1102.6369,0.9933,100,107.8711,0.1257,1.5059,0.016114152882191368,0.0084,0.9575769645850103,197.4272,0,10.4308,428.9826,9.25320377534141,0.9666,183.3869,12.5635,1.4132
22-07-2008 0.03,3095.78,2440.27,2184.4333,1153.9784,1.5509,100,105.147,0.1235,1.5397,0.010501275539120006,0.0083,0.9634761266479082,218.4894,0,8.8836,417.8944,9.216039462463971,0.966,186.68907510109707,12.2199,1.4103
22-07-2008 8.41,3082.31,2428.37,2208.5759,1392.5226,0.8096,100,95.4878,0.1257,1.5816,0.007687057776728185,0.0118,0.9433,205.6271,0,10.8258,426.8315,9.373118225149646,0.9707,187.06861762428002,12.5635,1.4178
19-07-2008 17.53,3095.38,2478.45,2184.4333,1495.1399,1.5509,100,103.5364,0.1257,1.5816,-0.0014513397693209206,-0.0043,0.9433,207.3312,0,9.7789,407.1273,9.32582832358449,0.9683,183.3869,12.3819,1.4278
20-07-2008 3.35,2970.71,2494.93,2252.3792,877.6266,1.124,100,107.8711,0.1251,1.4473,0.010215126453813778,0.0184,0.9473066628005994,194.1155,0,8.4467,416.1272,10.136623351296063,0.9623,196.36521492090787,12.3045,1.3825
19-07-2008 17.53,3095.78,2457.87,2202.8735,1065.1626,1.5509,100,104.0449,0.1223,1.5816,0.018818997343088163,-0.004,0.9562798825292669,198.3419,0,9.7658,420.5752,10.17715132260875,0.965,190.96509890990353,12.5635,1.4067
19-07-2008 15.22,3095.78,2490.31,2184.4333,877.6266,1.5509,100,100.8287,0.1255,1.5792,0.018458668239081807,-0.0001,0.95677651503476,201.6513,0,9.6837,423.6678,9.312994115879581,0.9708,191.16543038700397,12.5296,1.4073
19-07-2008 21.35,3092.81,2428.37,2184.4333,1461.6486,1.5509,100,99.6544,0.1185,1.5589,0.011819019333900562,-0.0136,0.9471409846326385,204.6234,0,11.6377,406.3164,9.450235111723762,0.967,193.90074945849898,12.5369,1.4114
19-07-2008 13.17,3051.18,2472.48,2184.9276,1698.0172,1.5509,100,101.4165,0.121,1.5816,-0.013509752512981414,-0.0042,0.9556328896824342,226.0086,0,9.1783,428.9826,9.1999,0.967,186.37432969237412,12.5635,1.4278
19-07-2008 11.55,3019.72,2428.37,2184.4333,954.1881,0.7884,100,97.8537,0.125,1.4641,-0.0026688128090834214,0.0137,0.9581837841315324,208.098,0,10.0118,417.7337,9.1999,0.9693,185.03767893708044,12.3295,1.4118
19-07-2008 14.43,3074.98,2447.04,2184.4333,1292.3789,1.5397,100,99.1657,0.1209,1.581,0.023544369956727627,0.0069,0.9537596900084129,201.3111,0,7.9558,422.1818,9.511101857530276,0.964,192.25012317793943,12.3823,1.4026
22-07-2008 11.47,3091.66,2508.58,2184.4333,1139.4457,1.1007,100,98.176,0.1232,1.549,0.0003261714853617058,-0.0179,0.9568629709575265,198.9854,0,7.9558,419.3245,9.44558918482011,0.973,183.3869,12.5276,1.414
19-07-2008 19.44,3030.46,2428.37,2184.4333,877.6266,1.5195,100,102.3958,0.1249,1.5791,0.01632518302074627,0.0208,0.9515571672567227,222.6727,0,10.3638,421.9327,9.799836186240125,0.9639,187.1999837859812,12.3966,1.4109
22-07-2008 8.41,3095.78,2428.37,2264.4202,1355.1364,1.3314,100,104.4261,0.1194,1.5816,-0.029101493182620643,0.0126,0.9511449760096904,195.0942,0,8.8352,414.6109,9.864884625246345,0.9672,190.09754432701197,12.5635,1.3904
19-07-2008 17.53,3076.31,2467.58,2219.477,877.6266,1.5509,100,104.5183,0.122,1.5489,0.023670090014040638,-0.0047,0.9550290566270777,218.9133,0,10.0966,428.5956,10.4109,0.9632,183.3869,12.5635,1.4213
19-07-2008 22.52,3095.78,2540.12,2268.1585,1210.504,1.5509,100,101.8236,0.1243,1.5816,0.022527322808993257,0.0088,0.9564888974572172,201.1292,0,7.9558,425.6747,9.679252869388765,0.963,188.37554681648066,12.5635,1.413
19-07-2008 19.45,3067.4,2428.37,2184.4333,1698.0172,0.7884,100,102.4369,0.1257,1.5816,-0.01202419211560551,-0.0153,0.9545464516406249,194.6377,0,9.8466,406.8563,9.775511066297605,0.9657,194.63853110604134,12.5141,1.4049
19-07-2008 21.57,3095.78,2428.37,2184.4333,877.6266,0.7884,100,102.4216,0.1222,1.5314,-0.0007319716681075672,-0.0179,0.9491591367075282,205.2139,0,12.7211,406.2313,9.681502434521496,0.9705,183.3869,12.4161,1.4257
19-07-2008 11.55,3095.78,2492.97,2206.3186,877.6266,1.2891,100,100.5853,0.1225,1.5808,0.020383417711806184,0.0182,0.9540650262682411,200.7877,0,7.9558,416.5418,9.1999,0.97,215.5977,12.2491,1.4262
22-07-2008 8.41,3038.74,2428.37,2184.4333,877.6266,1.5509,100,105.1287,0.1229,1.4519,-0.008886412503735902,-0.0179,0.9641503312735684,213.4093,0,13.6188,414.8249,10.229009392846235,0.9609,183.3869,12.3921,1.4143
21-07-2008 8.21,3095.78,2596.65,2184.4333,1194.8531,1.4573,100,107.8711,0.1252,1.5816,0.004843304208372182,0.0095,0.9495079868428186,208.9997,0,9.7721,410.4545,10.035347476409576,0.9715,183.3869,12.5635,1.3944
19-07-2008 15.22,3057.23,2508.07,2184.4333,941.2817,0.9559,100,101.2385,0.1257,1.5816,-0.0367,0.0139,0.9527763728097223,197.1852,0,7.9558,422.7284,9.563218597426994,0.9639,194.99959058509054,12.5208,1.3944
19-07-2008 14.43,3082.95,2428.37,2207.099,877.6266,0.9967,100,98.9066,0.1257,1.5372,-0.008497141493689192,0.0092,0.9560040246352487,207.7303,0,7.9558,404.5667,9.238102634873734,0.9707,197.99881057851724,12.5635,1.3887
19-07-2008 14.43,2928.1,2486.94,2202.9849,877.6266,1.5509,100,105.1872,0.1203,1.5724,0.025,-0.0044,0.9625919927935114,197.1206,0,13.6872,406.1026,9.82163711020628,0.9621,183.3869,12.5635,1.4112
19-07-2008 13.17,3053.81,2551.17,2218.0009,877.6266,1.3538,100,95.4989,0.1199,1.5751,-0.007455432067225992,-0.013,0.9593224541808535,196.1661,0,10.4728,421.9969,9.85290797959148,0.9694,183.7219298704821,12.1942,1.3835
19-07-2008 19.44,3040.73,2428.37,2184.4333,877.6266,1.5509,100,103.9927,0.1252,1.4973,0.025,-0.0015,0.9545087334557943,204.3699,0,13.6872,424.8295,9.68007131410685,0.9629,183.3869,12.5635,1.395
22-07-2008 0.03,3055.16,2428.37,2184.4333,1419.6645,1.2616,100,99.645,0.1185,1.5257,-0.0367,0.015,0.9500565842945942,192.9787,0,9.82,425.3515,10.27980437576836,0.9703,184.49918012709105,12.4125,1.3891
21-07-2008 11.53,2993.39,2428.37,2188.0756,1043.6658,0.7884,100,104.9623,0.1257,1.4902,-0.03051621284695938,0.0063,0.9433,199.3071,0,7.9558,425.1655,9.38596705822722,0.9653,186.31566756025745,12.4942,1.3931
22-07-2008 11.47,2920.07,2428.37,2196.4562,877.6266,1.3088,100,107.8711,0.1257,1.5816,0.02424750887658088,0.0082,0.9528298300027611,226.0086,0,12.2393,428.9826,9.231220023137139,0.9664,194.52828287852455,12.0336,1.4123
19-07-2008 22.52,3074.36,2532.1,2236.53,1381.0868,1.1395,100,96.9204,0.1185,1.4954,-0.03527372879256886,-0.0179,0.9603569507488026,198.1882,0,7.9558,427.3737,9.1999,0.9671,187.9873879652294,12.5635,1.3949
19-07-2008 17.53,3095.78,2428.37,2184.4333,877.6266,1.5509,100,101.2455,0.1245,1.5816,0.025,-0.0047,0.9542574057412202,198.8449,0,8.0371,412.393,10.045584949198165,0.9643,194.67372332915266,12.2834,1.4249
19-07-2008 21.57,2989.75,2498.88,2232.4736,1295.2168,1.395,100,105.4056,0.1227,1.5016,0.014939088084927818,-0.0031,0.954529532019521,198.9736,0,8.4857,414.8863,9.1999,0.9638,185.40258871858785,12.5524,1.4146
20-07-2008 3.35,2920.07,2508.71,2265.6535,877.6266,1.3542,100,102.5696,0.1232,1.5816,0.009008286416851828,-0.0019,0.9433,219.8183,0,9.2757,411.62,10.045047112198311,0.9666,183.3869,12.5635,1.4169
22-07-2008 14.00,3095.78,2439.2,2184.4333,1036.3079,1.5197,100,103.2508,0.1257,1.5816,0.016033680563902364,-0.0022,0.9573117616724335,206.3873,0,9.1693,423.5789,9.1999,0.9635,191.12218289039498,12.5635,1.4157
19-07-2008 14.43,3067.82,2498.18,2210.5623,1223.003,1.2376,100,99.4223,0.1238,1.508,-0.0050717712397339906,0.0009,0.9571161375116445,199.8894,0,9.9913,423.3231,9.1999,0.9632,183.3869,12.2409,1.4048
19-07-2008 11.55,3088.18,2430.0,2205.3359,877.6266,1.3627,100,104.0545,0.1257,1.5442,0.025,-0.005,0.9516411995270432,200.0165,0,9.5269,421.7746,9.1999,0.9684,196.62225434539948,12.3083,1.3989
19-07-2008 20.24,3095.78,2484.65,2184.4333,1698.0172,1.2297,100,95.4878,0.1257,1.5793,0.019951443121043678,-0.0179,0.9592006540340853,208.8674,0,9.4945,405.0194,9.564910642245827,0.9687,194.11389014455747,12.5635,1.4223
20-07-2008 3.35,3095.78,2454.56,2196.7923,970.4265,1.5397,100,95.9861,0.1225,1.5105,-0.03396475122435204,0.0045,0.9630355728803955,205.2066,0,8.5443,415.238,10.4109,0.9676,192.02371127765932,12.5635,1.4023
20-07-2008 3.35,3035.76,2428.37,2239.3746,1698.0172,1.4951,100,98.2521,0.1257,1.5816,-0.012507791448901543,-0.0037,0.9595766163152623,207.9799,0,7.9558,428.9826,9.1999,0.9696,195.23257037377076,12.3859,1.4278
21-07-2008 8.21,2992.01,2428.37,2184.8733,1271.6812,1.5509,100,98.987,0.1194,1.571,0.01891917827180771,-0.0106,0.9433,201.8925,0,9.5394,416.8507,9.1999,0.9634,186.75199930940025,12.5261,1.4227
19-07-2008 17.53,3048.6,2486.46,2184.4333,1612.5144,0.8785,100,103.1294,0.1257,1.5068,-0.0076056885227026895,-0.0139,0.9433,197.5854,0,7.9558,428.9826,9.1999,0.9602,183.3869,12.5635,1.3825
19-07-2008 11.55,3089.21,2499.13,2184.4333,914.4165,1.329,100,101.4988,0.1257,1.5816,0.003764540167978156,-0.0057,0.953974098599338,192.9838,0,12.7901,411.9934,10.122305621131046,0.9699,183.3869,12.3731,1.3825
22-07-2008 8.41,3043.54,2521.51,2184.4333,877.6266,1.4645,100,102.7432,0.1253,1.5816,-0.015193181549445356,-0.0083,0.9498098701595165,206.8692,0,8.8263,428.9826,9.4074184247069,0.968,184.13531846921703,12.4015,1.4278
22-07-2008 8.41,3001.79,2516.1,2233.3998,896.3912,1.3671,100,102.3387,0.1257,1.5513,0.025,0.0111,0.9480999920854853,211.8177,0,12.7795,416.1436,9.1999,0.9707,183.3869,12.3463,1.4117
22-07-2008 0.03,3030.94,2445.72,2217.3894,877.6266,1.5509,100,100.8032,0.125,1.5659,0.018080579515066655,0.0085,0.955297048762591,200.2758,0,8.8789,406.6564,9.594329590437315,0.9697,185.4718727467505,12.3276,1.3863
19-07-2008 20.24,3019.35,2428.37,2188.4836,877.6266,1.4214,100,95.4878,0.1234,1.5667,0.014242394126021792,-0.0003,0.9517726900385828,207.4124,0,8.1932,425.8102,9.503187625189206,0.9671,191.49770097473183,12.522,1.423
21-07-2008 11.53,3095.78,2501.74,2198.3455,1536.7968,1.1836,100,101.2688,0.1245,1.5301,0.025,-0.0094,0.9503959405842225,194.3006,0,7.9558,415.9638,9.1999,0.9641,185.1549216228242,12.5635,1.4231
19-07-2008 20.24,3033.18,2476.14,2184.4333,877.6266,1.2399,100,98.9993,0.1247,1.4708,-0.019398216092687753,-0.0129,0.9433,193.1854,0,9.7632,418.6853,10.192244840154919,0.9656,183.3869,12.3779,1.4057
19-07-2008 20.24,3015.16,2428.37,2184.4333,877.6266,1.3201,100,100.7671,0.1219,1.5531,-0.0025019042811122248,-0.0017,0.9542804897837917,226.0086,0,9.0113,409.7552,9.886673582998503,0.9744,183.3869,12.2038,1.3932
19-07-2008 14.43,3051.91,2428.37,2184.4333,1217.1172,1.5509,100,107.568,0.1257,1.5816,0.004183754463353069,0.0029,0.943872769945763,196.1571,0,7.9558,421.2372,9.742275622262278,0.962,184.70833857671758,12.3526,1.4164
19-07-2008 12.32,3095.78,2428.37,2186.5378,1037.4378,1.2743,100,107.8521,0.1257,1.5816,0.014150278442728132,-0.0179,0.9697598838492221,210.2787,0,10.4544,420.8398,9.1999,0.9706,189.2204983217948,12.4605,1.4278
19-07-2008 11.55,3095.78,2489.55,2184.4333,877.6266,1.0448,100,101.0583,0.1257,1.5749,0.011451935567813406,-0.0058,0.9654295295909512,220.4747,0,7.9558,409.7699,9.221618598941802,0.9703,183.3869,10.7029,1.3825
19-07-2008 22.52,2962.45,2428.37,2188.7856,1053.4502,1.2904,100,97.893,0.1225,1.4884,-0.012392323020069223,-0.01,0.9519271016201121,195.5705,0,13.6416,415.1104,10.4109,0.9677,184.36159200598047,12.5635,1.4249
19-07-2008 22.52,3095.78,2428.37,2196.4809,1400.4892,1.2276,100,101.5351,0.1241,1.5515,0.014400754925726107,0.0011,0.9447810443521316,204.9592,0,9.2584,420.1539,10.161002119072181,0.9665,185.79958843870105,12.2461,1.4278
19-07-2008 21.57,3073.46,2428.37,2184.4333,1119.8726,1.2198,100,104.2339,0.1216,1.5034,0.025,0.0107,0.9600487161442453,195.8987,0,7.9558,426.6374,9.909446518095704,0.9616,183.3869,12.4401,1.4128
19-07-2008 21.35,3095.78,2428.37,2184.4333,895.2971,1.5509,100,95.4878,0.1224,1.5396,-0.006201531122427202,-0.0018,0.9433,211.0435,0,12.7384,428.9826,9.1999,0.9676,184.05811362639562,12.5093,1.3962
19-07-2008 12.32,3095.78,2505.44,2185.0817,877.6266,1.5509,100,95.4878,0.1185,1.5816,-0.0367,-0.0056,0.9564356060693735,204.2675,0,9.7953,423.2466,9.1999,0.963,185.6118275470203,12.5241,1.3969
19-07-2008 19.44,3069.58,2428.37,2184.4333,934.3441,1.5509,100,102.9649,0.1257,1.5816,0.013763637297678318,-0.0179,0.9595476564652469,206.4696,0,9.4869,414.3211,9.852125688351427,0.9727,189.25306183552945,12.4629,1.4278
19-07-2008 19.44,3095.78,2584.33,2184.4333,1274.3267,1.4221,100,105.2188,0.1241,1.5816,0.01080270873216831,-0.0054,0.9608726500089783,215.1543,0,11.6354,405.0446,9.1999,0.9646,184.377106715101,12.5635,1.4199
21-07-2008 8.21,3058.97,2607.55,2184.4333,877.6266,1.459,100,97.7021,0.1257,1.5766,0.018641497612673148,-0.0097,0.9559916496746143,226.0086,0,7.9558,411.0335,10.242398877199916,0.9641,193.65081664661167,12.5635,1.3937
22-07-2008 11.47,3090.22,2428.37,2184.4333,1165.7537,1.3392,100,99.9712,0.1257,1.5723,0.025,-0.0093,0.952364829332962,198.3462,0,8.7129,428.9826,9.408456405132519,0.9664,193.08263846240496,12.502,1.4111
22-07-2008 2.59,3095.78,2428.37,2184.4333,979.2491,1.5509,100,100.8419,0.1185,1.5816,0.020774046274608937,0.0168,0.9612522651702541,207.0931,0,9.4831,428.5515,9.266794912560597,0.9724,183.3869,10.7029,1.4278
22-07-2008 0.03,3084.74,2428.37,2184.4333,1006.7961,0.899,100,103.9074,0.1194,1.5695,0.025,0.001,0.959373677123917,197.6055,0,9.0281,415.5007,10.076009934671797,0.9672,183.3869,12.3623,1.421
19-07-2008 21.57,3072.56,2553.75,2223.838,877.6266,1.5407,100,95.4878,0.1257,1.5693,0.010341123846117725,-0.0113,0.9433,192.9787,0,9.0296,422.5174,9.681839998094404,0.9618,186.33192047472988,12.5635,1.4173
19-07-2008 11.55,3069.36,2435.17,2184.4333,877.6266,1.5509,100,102.1871,0.1257,1.5816,-0.02104376533848564,-0.003,0.9576336457402096,204.4066,0,11.6115,416.0472,9.27273432071836,0.9637,183.3869,12.5635,1.4278
20-07-2008 3.35,3095.78,2612.5,2198.9222,1365.9956,1.4101,100,96.3624,0.1257,1.558,-0.0007608080683719001,-0.0083,0.9607596345722869,207.203,0,10.157,412.1679,9.905752702952416,0.9719,184.45206295082946,12.5635,1.3975
19-07-2008 11.55,3095.78,2428.37,2184.4333,1053.7004,1.5509,100,95.4878,0.1215,1.5816,0.00872305145494972,-0.008,0.9433,209.3622,0,12.0931,405.2089,9.36853875505299,0.9706,183.3869,12.4429,1.4278
22-07-2008 11.47,2941.53,2606.16,2184.4333,1065.308,1.2201,100,103.0779,0.1189,1.5288,-0.0367,-0.0011,0.9467730361417726,204.4471,0,11.6673,428.9826,9.1999,0.9644,189.37649748832726,12.4737,1.4073
19-07-2008 20.24,3095.78,2463.42,2184.4333,1698.0172,0.9882,100,99.3507,0.1225,1.5816,-0.013014699167773156,0.0104,0.948536482265456,208.962,0,12.6923,415.225,9.238516577239407,0.9631,191.42414786902958,12.5573,1.4185
22-07-2008 11.47,3082.02,2490.85,2184.4333,1349.3843,1.1418,100,100.6507,0.1257,1.5402,0.002399865032869118,0.0013,0.9514759386923227,202.8758,0,13.6872,420.3905,9.1999,0.9607,189.99355142259924,12.5224,1.4008
19-07-2008 13.17,3035.26,2541.61,2197.8696,877.6266,1.2729,100,101.3356,0.1257,1.5816,-0.005005934314670465,-0.0139,0.9661443752174196,203.7609,0,8.5353,420.1398,9.1999,0.9632,185.56500269367976,12.5635,1.4093
22-07-2008 8.41,3077.84,2595.44,2184.4333,1399.8871,1.2975,100,96.2104,0.1191,1.5806,-0.003362624484561866,0.0214,0.9433,226.0086,0,9.9437,428.5726,9.41085826803793,0.9684,192.67125773423976,12.2222,1.41
22-07-2008 8.41,3094.08,2548.92,2184.4333,877.6266,1.5509,100,107.7792,0.1257,1.5816,-0.031087649864621265,-0.0179,0.9579650239033545,200.005,0,10.7829,405.1606,10.002503853171282,0.9672,183.3869,12.3565,1.412
22-07-2008 2.59,3069.63,2467.0,2236.02,973.8643,1.5509,100,105.0243,0.1205,1.5816,0.016745453590383833,0.0167,0.9559733796401138,199.6698,0,8.5156,411.9334,9.531340226624804,0.9646,191.98319219727907,12.3392,1.3825
21-07-2008 8.21,3095.78,2549.94,2184.4333,1208.834,0.7884,100,101.6432,0.1257,1.5816,0.025,0.0072,0.9433,226.0086,0,9.5502,404.5667,10.240746520324173,0.964,197.01640481679541,12.3379,1.4264
19-07-2008 11.55,3092.11,2428.37,2200.2572,877.6266,0.9477,100,101.521,0.1243,1.5086,0.000642284163261642,-0.0075,0.9500006819743402,197.8526,0,9.2474,425.7138,9.1999,0.9676,188.6577764988685,11.0966,1.4278
21-07-2008 11.53,3036.98,2580.1,2218.7028,928.4408,0.7884,100,105.9394,0.1197,1.5816,0.02137569511414459,-0.0105,0.9530949520103933,194.9942,0,10.1352,424.351,10.103706977908598,0.9609,188.15284933139077,12.5596,1.4262
19-07-2008 12.32,3095.78,2428.37,2262.4489,877.6266,1.1627,100,101.4574,0.1252,1.4655,0.01287530954273032,0.0091,0.9621370751521424,206.47,0,11.2246,420.3145,9.1999,0.966,193.06588927878755,12.5017,1.3857
19-07-2008 22.52,3065.0,2428.37,2184.4333,1501.3739,0.7884,100,107.8711,0.1255,1.5816,0.013472343359245203,0.01,0.9500125929800761,204.9639,0,12.0441,417.4078,9.1999,0.9661,190.97407679263802,12.5274,1.4278
19-07-2008 12.32,3053.32,2428.37,2184.4333,902.8267,1.1414,100,102.8236,0.1253,1.4994,-0.006357177658786401,-0.0005,0.9531198732304028,208.693,0,8.8916,428.9826,9.588705802253552,0.9673,183.3869,12.5596,1.3896
19-07-2008 21.57,3095.78,2502.23,2237.057,1594.0621,1.5205,100,100.0974,0.1257,1.4789,-0.0367,-0.0024,0.9533005899060255,199.461,0,7.9558,428.9826,9.1999,0.9605,189.27144108933408,12.3846,1.3825
22-07-2008 2.59,3094.3,2428.37,2199.3551,1134.333,1.5509,100,95.4878,0.1226,1.4652,-0.02608118656618517,-0.0154,0.9486087429227394,198.0357,0,7.9558,421.7278,9.1999,0.9676,190.9845268871834,12.5635,1.3825
22-07-2008 14.00,3017.92,2428.37,2226.5262,877.6266,1.5509,100,103.586,0.1257,1.4772,-0.004272889936841896,-0.0143,0.964416634643216,192.9787,0,8.7159,428.9826,9.1999,0.9638,183.3869,12.272,1.4094
19-07-2008 11.55,3082.66,2428.37,2185.1599,1385.7535,1.4088,100,96.3819,0.1257,1.5816,0.025,0.0038,0.9563037360037728,201.8521,0,11.7261,418.9131,9.209727373219168,0.9711,183.3869,12.4487,1.4172
19-07-2008 21.57,3095.78,2429.07,2184.4333,877.6266,0.9314,100,102.3652,0.1257,1.4877,0.021973226173857573,-0.0172,0.9684781377752036,202.6146,0,7.9558,404.5667,10.13591774354404,0.9697,188.60218025834521,12.4312,1.4045
19-07-2008 21.57,3037.03,2584.25,2210.7472,1698.0172,0.7884,100,101.3368,0.1226,1.5816,0.025,0.0209,0.9522846385492714,226.0086,0,11.4393,404.5667,9.1999,0.9681,184.75521021772127,12.5635,1.3825
22-07-2008 14.00,3035.17,2631.31,2192.2898,877.6266,1.2832,100,102.0243,0.12,1.5392,0.025,-0.0102,0.9696714507494448,204.1931,0,9.8689,416.3092,9.1999,0.9683,183.3869,12.5635,1.4036
22-07-2008 14.00,3092.56,2428.37,2184.4333,877.6266,1.5509,100,103.7931,0.1222,1.5274,0.022006527717632948,-0.014,0.9471428646574762,198.3488,0,11.2919,418.3101,10.4109,0.9626,215.5977,12.5362,1.3909
