Supplier_Name,Supplier_Code,Alloy,Current_LB,New_LB,change
SUPPLIER A36,S011,A415,3.14,1.44,0.0
SUPPLIER E,S055,A400,1.71,1.65,0.04
SUPPLIER H,S058,A347,1.55,1.37,0.03
SUPPLIER D,S028,A380,2.49,1.43,0.02
SUPPLIER A50,S001,A400,2.32,1.34,0.05
SUPPLIER AC,S079,A390,1.74,1.33,0.05
SUPPLIER A19,S039,A343,1.48,1.28,0.04
SUPPLIER A48,S014,A368,1.69,1.36,0.06
SUPPLIER A66,S057,A101,1.49,1.23,0.01
TOP DIE CASTING,S078,A354,2.2,1.2,0.02
XYZ,S081,A371,1.37,1.34,0.06
XPZ Supp,S035,A385,2.03,1.27,0.03
SUPPLIER A41,S018,A320,1.85,1.35,0.07
SUPPLIER A43,S008,A404,1.6,1.2,0.02
XPZ Supp,S069,A374,1.59,1.29,0.05
SUPPLIER A9,S079,A415,1.7,1.21,-0.01
SUPPLIER A33,S079,A340,1.3,2.28,0.03
SUPPLIER A33,S069,A402,1.74,1.9,0.06
SUPPLIER A15,S048,A372,1.67,1.54,0.07
TOP DIE CASTING,S048,A342,1.88,1.2,0.08
SUPPLIER A29,S085,A412,2.28,1.26,0.05
SUPPLIER A43,S048,A359,1.83,1.2,0.04
SUPPLIER A50,S017,A350,2.23,1.2,0.04
SUPPLIER H,S079,A400,1.62,1.44,0.04
SUPPLIER C,S092,A380,1.77,1.61,0.05
SUPPLIER A44,S079,A393,1.21,1.7,0.06
SUPPLIER A20,S029,A357,1.38,2.06,0.01
SUPPLIER A7,S051,A371,1.93,1.2,-0.01
SUPPLIER A48,S006,A320,1.46,1.28,0.07
SUPPLIER A6,S058,A364,1.72,1.36,0.08
SUPPLIER A24,S059,A386,1.64,1.2,0.05
SUPPLIER A60,S071,A400,1.69,1.23,0.05
SUPPLIER A63,S053,A397,2.08,1.32,0.01
SUPPLIER A10,S068,A405,2.35,1.2,0.01
SUPPLIER A29,S063,A397,1.74,2.01,0.06
SUPPLIER A29,S020,A346,1.6,1.2,0.06
TOP DIE CASTING,S010,A383,2.25,1.28,0.03
SUPPLIER A46,S048,A357,1.44,1.2,0.08
STRONG ALLOY,S049,A347,2.42,1.33,0.01
SUPPLIER A17,S038,A354,2.16,1.34,0.04
SUPPLIER A44,S046,A373,2.42,1.3,0.05
SUPPLIER A44,S008,A407,1.53,1.2,0.07
SUPPLIER A3,S026,A101,2.33,1.26,0.06
SUPPLIER A15,S079,A340,3.14,1.48,-0.03
SUPPLIER A12,S009,A362,1.55,1.6,0.01
SUPPLIER E,S012,A380,1.88,1.2,0.0
SUPPLIER A58,S058,A354,2.09,1.71,0.05
SUPPLIER A17,S024,A410,1.47,1.57,0.06
SUPPLIER A43,S011,A330,1.58,1.27,0.03
ABC Supplier,S085,A368,2.13,1.52,0.07
SUPPLIER A21,S088,A397,1.57,1.37,0.06
SUPPLIER A66,S024,A390,3.14,1.53,0.06
SUPPLIER B,S001,A362,1.76,1.42,0.05
SUPPLIER A41,S082,A401,1.53,1.23,0.03
SUPPLIER A21,S023,A392,1.38,1.3,0.05
TOP DIE CASTING,S071,A371,3.14,1.58,0.04
XPZ Supp,S068,A351,1.39,1.25,0.07
SUPPLIER A62,S001,A394,2.19,1.2,0.02
SUPPLIER A19,S064,A400,1.75,1.27,0.04
SUPPLIER A4,S003,A373,2.21,1.41,0.04
SUPPLIER A19,S045,A343,1.63,1.35,0.02
SUPPLIER G,S028,A377,1.71,1.24,0.04
SUPPLIER A62,S024,A370,1.69,1.23,0.01
SUPPLIER A32,S055,A360,1.62,1.42,0.06
BLUE METAL,S059,A320,1.3,1.75,0.03
SUPPLIER A48,S002,A346,1.97,1.41,0.06
SUPPLIER A15,S030,A368,2.47,1.56,0.04
SUPPLIER C,S093,A400,2.31,1.64,0.03
SUPPLIER A46,S066,A393,1.62,1.3,0.02
SUPPLIER A30,S082,A406,1.76,1.62,0.08
SUPPLIER A63,S019,A344,1.96,1.2,0.06
SUPPLIER A2,S027,A101,1.62,1.41,0.03
SUPPLIER A57,S032,A372,2.11,1.78,0.04
SUPPLIER AA,S037,A383,1.67,1.24,0.06
SUPPLIER A56,S052,A397,1.9,1.31,0.0
SUPPLIER A46,S082,A414,2.38,1.4,0.04
SUPPLIER A56,S048,A320,2.15,1.69,0.05
SUPPLIER A51,S010,A407,2.32,1.52,0.01
SUPPLIER A66,S080,A342,1.69,1.2,0.07
SUPPLIER A51,S016,A345,1.6,1.39,0.02
SUPPLIER A65,S074,A386,2.19,1.58,0.03
SUPPLIER A1,S061,A380,1.61,1.24,0.04
SUPPLIER A46,S081,A394,1.65,1.23,0.03
SUPPLIER A54,S008,A415,2.34,1.53,0.04
SUPPLIER A43,S027,A373,2.19,1.43,0.05
SUPPLIER A31,S012,A320,1.6,1.4,0.05
SUPPLIER A53,S063,A372,1.68,1.5,0.01
SUPPLIER A73,S003,A396,1.31,1.28,0.03
SUPPLIER E,S048,A403,3.14,1.36,0.04
SUPPLIER A10,S068,A406,1.96,1.65,0.06
SUPPLIER A58,S087,A372,1.59,1.2,0.03
SUPPLIER A1,S017,A368,1.26,1.25,0.04
ALOY MASTERS,S061,A395,2.19,1.31,-0.03
SUPPLIER A28,S043,A407,2.07,1.39,0.04
SUPPLIER A55,S078,A370,1.64,1.34,0.05
SUPPLIER A48,S022,A374,2.01,1.2,0.01
SUPPLIER A46,S009,A396,1.61,1.2,0.04
SUPPLIER A23,S010,A412,1.64,1.2,0.05
SUPPLIER A32,S007,A381,1.81,1.48,0.07
SUPPLIER A68,S052,A101,1.8,1.38,0.04
SUPPLIER A1,S053,A401,1.41,1.71,0.01
SUPPLIER A19,S052,A360,2.41,1.27,0.04
XPZ Supp,S020,A101,1.7,1.36,0.06
SUPPLIER D,S001,A412,2.43,1.43,0.05
SUPPLIER A49,S087,A101,2.37,1.25,0.04
SUPPLIER A56,S014,A364,1.37,1.31,0.04
SUPPLIER A38,S016,A400,3.14,1.82,0.03
XPZ Supp,S057,A371,2.06,1.43,0.04
SUPPLIER E,S016,A400,1.68,1.24,0.04
SUPPLIER A62,S093,A401,3.14,1.59,0.05
SUPPLIER A1,S018,A345,2.33,1.2,0.07
SUPPLIER A7,S086,A412,1.38,1.45,0.03
SUPPLIER A55,S001,A400,1.41,1.67,0.07
XPZ Supp,S055,A360,1.43,1.39,0.04
SUPPLIER A62,S037,A407,2.3,1.59,0.04
SUPPLIER A37,S044,A352,3.04,1.26,0.01
SUPPLIER A27,S001,A397,1.56,1.3,0.08
SUPPLIER AC,S041,A366,2.17,1.7,0.06
SUPPLIER A21,S003,A345,1.91,1.3,0.06
SUPPLIER A31,S025,A101,1.98,1.53,0.04
SUPPLIER A63,S035,A380,1.51,1.37,0.06
SUPPLIER A64,S002,A407,1.48,1.2,0.02
SUPPLIER A67,S032,A415,1.78,1.44,0.06
SUPPLIER A39,S064,A349,1.67,1.45,0.07
XPZ Supp,S057,A320,2.03,1.4,0.06
XYZ,S069,A366,1.36,1.56,0.02
SUPPLIER A65,S073,A368,1.39,1.2,-0.0
SUPPLIER A66,S092,A406,1.82,1.28,0.03
SUPPLIER A29,S039,A403,2.65,1.37,-0.03
SUPPLIER A50,S088,A392,1.5,1.47,0.04
SUPPLIER A25,S055,A397,1.77,1.2,0.07
SUPPLIER A22,S017,A400,2.22,1.43,0.03
SUPPLIER A21,S013,A365,2.01,1.2,0.04
SUPPLIER A6,S030,A394,1.72,1.2,0.03
SUPPLIER AD,S015,A410,1.66,1.2,0.0
SUPPLIER F,S025,A405,1.49,1.4,0.05
TOP DIE CASTING,S019,A376,1.81,1.2,0.02
SUPPLIER A62,S020,B747,1.48,1.38,0.07
SUPPLIER A21,S047,A392,1.67,1.2,0.01
SUPPLIER A4,S043,A408,2.19,1.39,0.01
XYZ,S042,A398,1.74,1.41,0.01
SUPPLIER AA,S007,A380,1.55,1.38,0.04
SUPPLIER A31,S041,A383,1.61,1.49,0.06
SUPPLIER A19,S088,A341,1.45,1.33,0.02
SUPPLIER B,S090,A376,2.15,3.16,0.02
SUPPLIER A54,S057,A352,2.34,1.2,0.06
SUPPLIER A73,S038,A380,1.84,2.6,0.05
SUPPLIER A38,S076,A388,2.17,1.52,0.06
SUPPLIER A26,S083,A415,1.8,1.42,0.05
SUPPLIER E,S045,A408,2.34,1.25,-0.01
SUPPLIER A52,S070,A376,1.74,1.57,0.03
SUPPLIER A43,S032,A400,2.2,1.32,0.2
SUPPLIER A53,S023,A348,2.16,1.3,0.08
SUPPLIER A50,S038,A344,1.7,1.24,0.02
SUPPLIER A8,S013,A399,1.6,1.26,0.05
SUPPLIER A67,S016,A371,1.51,1.28,0.06
SUPPLIER A18,S010,A342,1.51,1.2,0.04
SUPPLIER A61,S006,A101,1.53,1.25,-0.0
STRONG ALLOY,S041,A341,1.94,1.27,0.04
SUPPLIER AD,S030,A380,1.51,1.84,0.08
SUPPLIER A58,S058,A101,2.41,1.2,0.04
SUPPLIER A46,S066,A380,2.28,1.51,0.04
SUPPLIER A24,S092,A330,1.69,3.16,0.04
SUPPLIER A39,S044,A349,1.55,1.4,0.07
SUPPLIER A4,S057,A354,1.89,1.27,-0.0
SUPPLIER A59,S084,A368,1.62,1.58,0.03
SUPPLIER A53,S078,A381,2.3,1.2,0.03
SUPPLIER C,S023,A374,1.42,1.34,0.01
SUPPLIER A50,S054,A354,1.39,1.2,0.07
SUPPLIER A43,S071,A400,2.43,1.22,0.05
SUPPLIER AC,S024,A398,1.55,1.2,0.0
TOP DIE CASTING,S019,A392,1.92,1.79,0.06
SUPPLIER A18,S047,A350,1.96,1.62,0.04
SUPPLIER A28,S086,A364,1.63,1.25,0.02
SUPPLIER A65,S042,A363,3.14,1.87,0.01
SUPPLIER A37,S064,A410,1.74,1.52,0.04
SUPPLIER A3,S070,A400,1.62,1.37,0.07
SUPPLIER A65,S093,A101,1.97,1.27,0.06
BLUE METAL,S019,A400,1.98,1.43,0.07
SUPPLIER A8,S023,A400,1.84,1.2,0.02
SUPPLIER A38,S021,A415,2.31,1.52,0.06
SUPPLIER AD,S054,A348,1.61,1.26,0.05
STRONG ALLOY,S007,A367,1.5,1.2,0.02
SUPPLIER A34,S007,A403,3.14,1.41,0.05
SUPPLIER A23,S001,A380,1.37,1.53,0.05
ABC Supplier,S079,A357,2.32,1.36,0.01
SUPPLIER A48,S061,A400,1.96,1.34,0.03
SUPPLIER A62,S032,A403,1.48,1.25,0.06
SUPPLIER A57,S079,A399,1.85,1.26,0.06
SUPPLIER A26,S051,A394,1.68,1.34,0.04
SUPPLIER A5,S083,A380,1.21,1.42,0.07
SUPPLIER AD,S055,A366,1.59,1.86,0.04
SUPPLIER AD,S059,A393,2.27,1.22,0.01
SUPPLIER A39,S023,A375,1.73,1.37,0.06
SUPPLIER A30,S027,A368,2.1,1.2,-0.02
SUPPLIER A26,S012,A365,1.98,1.36,0.02
SUPPLIER A37,S026,A340,3.14,1.26,0.01
SUPPLIER G,S071,A360,1.83,1.62,0.02
SUPPLIER C,S001,A406,1.77,1.42,0.04
SUPPLIER A63,S064,A386,2.11,1.74,0.05
SUPPLIER A29,S056,A372,1.74,1.23,0.07
BLUE METAL,S079,A381,1.99,1.39,0.05
BLUE METAL,S020,A380,1.62,1.37,0.01
SUPPLIER A73,S088,A405,1.7,1.67,0.06
ABC Supplier,S019,A394,2.42,1.35,0.04
SUPPLIER A5,S090,A393,2.41,1.47,0.05
SUPPLIER F,S017,A364,1.75,1.34,0.03
SUPPLIER A29,S024,A367,2.45,1.35,0.02
TOP DIE CASTING,S055,A386,1.55,1.46,0.06
SUPPLIER A24,S010,A403,1.47,1.24,0.05
TOP DIE CASTING,S075,A404,1.32,1.22,0.04
SUPPLIER A7,S075,A386,1.44,2.37,0.04
SUPPLIER AA,S016,A372,1.45,1.5,0.07
SUPPLIER A57,S081,A340,1.57,1.2,0.03
SUPPLIER A17,S073,A400,2.35,1.35,0.05
SUPPLIER A62,S075,A368,2.49,1.53,0.06
SUPPLIER A15,S024,A414,2.39,1.54,0.02
SUPPLIER A59,S010,A365,2.13,1.26,0.04
STRONG ALLOY,S085,A101,2.31,1.24,0.07
SUPPLIER A41,S030,A388,1.52,1.41,-0.01
TOP DIE CASTING,S043,A392,2.16,1.8,0.06
SUPPLIER A31,S063,A347,1.69,1.56,0.02
SUPPLIER A63,S002,A345,1.37,2.21,0.05
SUPPLIER F,S002,A388,1.87,1.39,0.02
SUPPLIER A1,S013,A407,1.42,1.6,0.06
TOP DIE CASTING,S049,A369,2.14,1.48,0.01
XPZ Supp,S075,A400,2.17,1.57,0.06
TOP DIE CASTING,S039,A386,1.78,1.46,0.05
SUPPLIER A23,S085,A386,2.28,1.49,0.04
SUPPLIER A29,S048,A393,2.43,3.03,0.03
TOP DIE CASTING,S063,A405,1.58,1.43,0.03
SUPPLIER A28,S017,A365,3.14,1.53,-0.0
XPZ Supp,S008,A354,1.52,1.51,0.05
SUPPLIER A20,S051,A101,2.13,1.23,0.04
SUPPLIER A23,S064,A320,1.82,1.45,0.03
SUPPLIER A43,S030,A340,2.37,1.44,0.03
SUPPLIER A5,S025,A383,1.5,1.2,0.07
SUPPLIER A3,S082,A363,2.53,1.24,0.04
SUPPLIER A27,S024,A320,1.33,1.2,0.06
ALOY MASTERS,S002,A400,1.56,1.22,0.05
XPZ Supp,S020,A402,2.16,1.2,0.06
SUPPLIER A62,S069,A396,2.31,1.83,0.07
SUPPLIER A73,S001,A372,1.53,1.2,0.03
SUPPLIER A10,S020,A351,2.18,1.25,0.02
SUPPLIER F,S039,A400,1.74,1.5,0.04
SUPPLIER A37,S085,A376,1.34,1.49,0.05
SUPPLIER A24,S009,A359,1.97,1.2,0.06
SUPPLIER A33,S024,A349,1.74,1.33,0.06
SUPPLIER AC,S024,A388,1.42,1.5,0.03
SUPPLIER A67,S080,A348,2.23,1.2,0.01
SUPPLIER A28,S048,A412,1.5,1.37,0.04
TOP DIE CASTING,S055,A372,1.55,1.74,0.04
SUPPLIER A59,S057,A340,1.49,1.34,0.06
SUPPLIER A5,S019,A409,1.85,1.3,0.05
SUPPLIER A32,S013,A400,1.67,1.31,0.05
SUPPLIER A10,S049,A406,1.49,1.2,0.04
SUPPLIER G,S001,B747,1.66,1.29,0.07
SUPPLIER A23,S023,A400,1.6,1.59,0.06
SUPPLIER A5,S013,A372,2.09,1.38,0.01
SUPPLIER A30,S063,A404,1.92,1.87,0.01
SUPPLIER A43,S020,A379,1.84,1.31,0.03
SUPPLIER A63,S056,A375,1.75,1.24,0.01
SUPPLIER AD,S061,A379,1.6,1.77,0.05
SUPPLIER A70,S079,A345,2.0,1.2,0.07
SUPPLIER A62,S049,A414,1.65,1.37,0.05
SUPPLIER AD,S027,A414,2.31,1.55,0.05
SUPPLIER AA,S030,A343,2.43,1.98,0.03
SUPPLIER A41,S059,A410,1.6,1.69,0.03
XYZ,S037,A341,1.62,1.23,-0.01
SUPPLIER H,S002,A408,2.09,1.6,0.03
SUPPLIER A24,S078,A362,1.52,1.35,-0.01
SUPPLIER A5,S001,A363,1.99,1.25,0.02
SUPPLIER AA,S069,A394,1.69,1.2,0.05
TOP DIE CASTING,S047,A386,1.49,1.63,0.03
SUPPLIER A60,S011,A392,1.75,1.28,0.03
SUPPLIER A63,S027,A400,1.37,1.5,0.08
SUPPLIER A58,S077,A400,1.68,1.46,0.03
SUPPLIER A54,S041,A320,1.34,1.23,0.02
SUPPLIER A33,S070,A380,2.0,1.2,0.04
SUPPLIER F,S037,A406,2.33,1.7,0.07
SUPPLIER A8,S092,A340,1.72,1.45,0.04
SUPPLIER A64,S001,A340,2.29,1.21,0.03
SUPPLIER A3,S012,A372,1.63,1.3,-0.01
SUPPLIER A15,S044,A101,1.49,2.67,0.03
SUPPLIER A65,S035,A403,1.74,1.29,0.07
TOP DIE CASTING,S013,A368,2.45,2.98,0.05
SUPPLIER A68,S058,A349,2.38,1.27,0.04
SUPPLIER A7,S051,A380,3.14,1.44,0.05
SUPPLIER A26,S083,A409,1.59,1.79,0.06
SUPPLIER A56,S054,A340,1.64,1.31,0.06
SUPPLIER A30,S032,A400,1.99,1.64,0.05
SUPPLIER C,S030,A414,1.83,1.2,0.06
SUPPLIER A1,S030,A350,2.87,1.52,-0.01
SUPPLIER A6,S090,A391,3.14,1.33,0.05
SUPPLIER AA,S027,A410,2.19,1.49,0.03
SUPPLIER A24,S086,A393,1.93,1.3,0.07
SUPPLIER A19,S041,A412,2.04,1.2,0.02
SUPPLIER A21,S054,A347,1.76,1.2,0.05
SUPPLIER A2,S015,A351,1.42,1.44,0.04
SUPPLIER G,S059,A365,2.25,1.98,0.03
SUPPLIER A34,S081,A366,1.56,1.2,0.08
SUPPLIER A33,S070,A366,1.84,1.26,0.01
SUPPLIER A25,S030,A409,1.97,3.16,0.03
STRONG ALLOY,S085,A390,1.54,1.36,0.06
SUPPLIER E,S003,A415,1.44,1.47,0.03
SUPPLIER AA,S087,A415,1.58,1.34,0.01
SUPPLIER A52,S002,A330,1.67,1.53,0.03
ALOY MASTERS,S037,A399,2.35,1.67,0.05
SUPPLIER A58,S012,A383,2.17,1.6,0.04
SUPPLIER A48,S087,A372,1.6,1.25,0.06
SUPPLIER A54,S011,A397,3.14,1.33,0.07
SUPPLIER A55,S057,A368,1.56,1.53,0.06
SUPPLIER A57,S059,A396,2.09,1.21,0.06
SUPPLIER A43,S021,A380,1.46,1.94,0.03
SUPPLIER A25,S030,A402,1.68,1.59,0.03
SUPPLIER A70,S029,A392,1.45,1.27,0.03
SUPPLIER AA,S064,A386,1.78,1.36,0.06
SUPPLIER A33,S023,B747,1.72,1.26,0.05
SUPPLIER A51,S043,A400,2.19,1.24,0.07
SUPPLIER A2,S042,A404,1.6,2.01,0.04
SUPPLIER A53,S019,A341,2.14,1.29,0.02
STRONG ALLOY,S043,A412,1.57,1.65,0.06
SUPPLIER A44,S084,A101,2.56,1.31,0.04
SUPPLIER A43,S026,A349,1.57,1.56,0.2
TOP DIE CASTING,S015,A350,2.11,1.43,0.06
XPZ Supp,S001,A400,1.8,1.42,0.0
SUPPLIER A21,S012,A399,1.61,1.92,-0.01
SUPPLIER A19,S058,A375,2.35,1.46,0.02
SUPPLIER A73,S041,A412,1.95,1.48,0.03
SUPPLIER A8,S037,A365,2.16,2.45,0.03
SUPPLIER A18,S007,A369,1.74,1.31,0.05
SUPPLIER A33,S035,A341,1.4,2.05,0.05
SUPPLIER A25,S026,A371,1.75,1.59,0.01
SUPPLIER A50,S057,A341,1.68,1.22,0.02
SUPPLIER A70,S008,A380,2.35,2.47,0.06
STRONG ALLOY,S006,A377,1.48,1.3,0.04
SUPPLIER A64,S013,A406,2.08,1.31,0.06
STRONG ALLOY,S059,A330,1.59,1.62,0.02
SUPPLIER A18,S028,A351,1.61,1.2,0.03
SUPPLIER A51,S023,A344,2.0,1.43,0.08
SUPPLIER A4,S041,A401,1.54,1.47,0.06
SUPPLIER A48,S035,A381,1.85,2.51,0.01
SUPPLIER A54,S076,A367,1.65,1.44,0.03
SUPPLIER A67,S074,A412,1.65,1.31,0.05
SUPPLIER A43,S032,A403,1.86,1.46,0.05
SUPPLIER A31,S088,B747,2.41,1.29,0.08
SUPPLIER H,S006,A377,1.49,1.48,0.03
SUPPLIER A18,S001,A351,1.45,1.2,0.02
SUPPLIER A24,S055,A320,1.56,1.46,0.04
BLUE METAL,S075,A386,1.92,1.45,0.07
SUPPLIER A6,S029,A341,1.59,1.2,-0.02
SUPPLIER A57,S015,A342,3.14,2.71,0.06
SUPPLIER C,S092,A364,1.67,1.32,0.03
TOP DIE CASTING,S075,A412,2.44,1.44,0.03
SUPPLIER A19,S028,A397,1.32,1.2,0.04
SUPPLIER A23,S007,A385,1.86,1.43,0.03
SUPPLIER A66,S030,A392,2.39,1.46,-0.01
SUPPLIER A12,S020,A375,1.42,1.42,0.07
SUPPLIER A63,S056,A346,1.59,1.45,0.01
SUPPLIER A6,S037,A351,1.71,1.32,0.02
SUPPLIER A38,S059,A388,1.53,1.2,0.02
SUPPLIER C,S053,A372,2.2,1.58,0.05
SUPPLIER A72,S024,A380,3.14,1.34,0.04
SUPPLIER A55,S002,A367,1.7,1.45,0.04
SUPPLIER A28,S061,A401,1.76,1.36,0.06
BLUE METAL,S035,A348,1.58,1.25,0.01
SUPPLIER A39,S078,A379,1.67,1.36,0.08
SUPPLIER A44,S063,A352,1.64,1.3,0.06
SUPPLIER C,S020,A351,2.45,1.2,0.03
SUPPLIER A50,S001,A346,1.73,1.35,0.04
SUPPLIER A70,S053,A371,2.24,1.65,0.04
STRONG ALLOY,S046,A400,1.62,2.81,-0.01
SUPPLIER A31,S042,A341,2.59,1.48,0.06
SUPPLIER AA,S039,A407,1.73,1.56,0.03
ALOY MASTERS,S021,A406,3.14,1.52,0.02
SUPPLIER A38,S020,A348,1.9,1.2,0.04
SUPPLIER A3,S056,A101,1.33,1.56,0.06
SUPPLIER A64,S051,A398,1.84,1.27,0.05
SUPPLIER A19,S092,A393,1.54,1.2,-0.01
SUPPLIER F,S016,A374,2.14,1.29,0.04
SUPPLIER A70,S051,A368,3.14,1.42,0.07
SUPPLIER AB,S039,A400,2.23,1.27,0.06
SUPPLIER A22,S081,A377,2.51,1.2,0.05
SUPPLIER AC,S056,A396,1.65,1.42,0.06
SUPPLIER A70,S069,A330,2.32,1.46,0.04
SUPPLIER A15,S044,A345,1.72,1.32,0.08
SUPPLIER A3,S088,A367,1.63,1.64,-0.01
SUPPLIER A32,S013,A340,1.54,1.28,0.05
SUPPLIER A15,S080,A330,2.06,2.94,0.07
TOP DIE CASTING,S007,A376,3.14,2.0,0.05
SUPPLIER A41,S001,A363,1.49,1.46,0.01
SUPPLIER A32,S075,A344,1.64,1.45,0.08
SUPPLIER A34,S013,A359,3.14,1.25,0.06
SUPPLIER A27,S020,A371,1.72,1.22,0.01
SUPPLIER A31,S046,A414,1.34,1.27,0.07
SUPPLIER A33,S050,A386,1.49,1.54,0.04
TOP DIE CASTING,S070,A363,2.03,1.41,0.03
SUPPLIER A51,S026,A400,1.42,1.55,0.01
SUPPLIER D,S070,A341,1.87,1.31,0.06
SUPPLIER A63,S085,A374,2.2,1.38,0.04
SUPPLIER A3,S054,A340,1.99,1.2,0.01
SUPPLIER A10,S074,A345,1.71,1.6,0.04
SUPPLIER A18,S026,A330,1.97,1.2,0.02
SUPPLIER A55,S025,A365,2.2,1.39,0.03
SUPPLIER AB,S088,A380,1.89,1.32,0.03
SUPPLIER A41,S046,A370,3.14,1.32,0.04
SUPPLIER A64,S030,A400,2.02,1.25,0.05
SUPPLIER A41,S025,A392,2.22,2.49,0.03
SUPPLIER A63,S063,A400,1.65,1.26,0.06
SUPPLIER A65,S054,A392,1.46,1.2,0.02
SUPPLIER A49,S042,A369,1.59,1.43,0.02
SUPPLIER A41,S068,A381,1.83,1.29,0.06
ABC Supplier,S037,A361,1.32,1.49,0.05
SUPPLIER A6,S016,A377,1.96,1.23,0.05
SUPPLIER A6,S020,A370,2.41,1.48,0.04
SUPPLIER A25,S070,A363,1.72,1.34,0.07
SUPPLIER A25,S073,A380,1.64,1.47,0.03
SUPPLIER A12,S025,A340,2.46,1.2,0.03
SUPPLIER C,S053,A392,1.79,1.2,0.06
SUPPLIER A33,S002,A357,2.35,1.31,0.04
SUPPLIER A46,S009,A101,1.84,1.32,0.07
SUPPLIER A49,S058,A399,1.94,1.22,0.02
SUPPLIER A49,S037,A400,1.68,1.35,0.07
SUPPLIER A32,S075,A101,1.88,1.2,0.04
SUPPLIER A43,S088,A377,2.03,1.49,0.05
SUPPLIER AB,S025,A398,2.15,1.4,0.05
ALOY MASTERS,S053,A408,1.68,1.44,0.08
SUPPLIER C,S072,A403,1.4,1.46,0.08
SUPPLIER F,S087,A393,1.51,1.45,0.04
SUPPLIER A44,S050,A340,3.14,3.16,-0.03
SUPPLIER A61,S078,A367,2.26,1.2,0.01
SUPPLIER A41,S080,A373,1.39,1.24,0.04
SUPPLIER A64,S047,A363,1.73,1.66,0.02
SUPPLIER A23,S001,A386,1.5,1.93,0.02
SUPPLIER A46,S003,A383,2.2,1.49,0.04
SUPPLIER A60,S058,A375,2.36,1.69,0.06
SUPPLIER A7,S080,A357,2.17,1.44,0.03
BLUE METAL,S038,A383,2.49,1.53,-0.0
SUPPLIER A1,S084,A347,1.67,1.35,0.03
SUPPLIER A28,S054,A379,2.0,1.31,0.01
SUPPLIER A1,S072,A380,1.58,1.52,-0.01
SUPPLIER A29,S068,A330,1.54,1.23,0.0
BLUE METAL,S087,A347,1.45,1.33,0.03
SUPPLIER A10,S081,A386,2.24,2.53,0.04
ALOY MASTERS,S025,A396,2.28,1.41,0.05
SUPPLIER G,S008,A342,1.78,1.63,0.07
SUPPLIER A27,S035,A400,1.92,1.31,0.05
SUPPLIER A23,S041,A369,1.54,1.51,0.03
SUPPLIER A25,S068,A375,2.21,1.2,0.01
SUPPLIER A7,S064,A364,1.93,1.45,0.07
SUPPLIER G,S019,A400,1.58,1.54,0.02
SUPPLIER AD,S088,A370,2.32,1.2,0.01
SUPPLIER C,S023,A359,1.78,1.46,0.07
SUPPLIER A24,S053,A405,1.43,1.44,0.06
SUPPLIER A64,S011,A352,3.14,1.21,0.01
SUPPLIER A63,S008,A340,2.26,1.33,0.02
SUPPLIER D,S078,A373,1.59,1.51,0.02
SUPPLIER A34,S037,A369,2.21,1.2,0.04
SUPPLIER A2,S042,A340,1.64,1.41,0.04
SUPPLIER H,S073,A341,1.9,1.36,0.05
SUPPLIER A28,S023,A410,1.77,1.44,0.07
SUPPLIER D,S006,A400,1.62,1.43,0.06
SUPPLIER A12,S017,A341,2.39,1.32,0.05
SUPPLIER E,S001,A399,2.18,1.37,0.05
SUPPLIER A26,S043,A383,1.29,1.39,0.01
SUPPLIER A63,S058,A403,1.32,1.43,0.06
SUPPLIER A41,S084,A397,3.14,1.28,0.04
SUPPLIER A43,S084,A380,1.64,1.67,0.02
SUPPLIER A63,S008,A342,1.63,1.31,0.01
SUPPLIER A53,S055,A403,3.14,1.65,0.05
SUPPLIER A17,S024,A365,3.14,1.31,0.07
SUPPLIER E,S019,A340,2.11,1.47,0.07
SUPPLIER A64,S001,A371,2.23,1.33,0.07
SUPPLIER A49,S006,A376,1.6,1.35,0.02
SUPPLIER A30,S061,A373,2.29,1.25,0.02
SUPPLIER A50,S007,A373,1.62,1.56,0.03
SUPPLIER A73,S039,A385,2.31,1.31,0.06
BLUE METAL,S080,A373,2.3,1.22,0.06
STRONG ALLOY,S015,A400,1.7,1.58,0.04
SUPPLIER A15,S048,A344,1.95,1.36,0.06
SUPPLIER H,S018,A388,1.47,1.47,0.05
SUPPLIER A12,S043,A400,1.57,1.93,0.07
SUPPLIER A20,S026,A408,3.14,1.48,0.01
SUPPLIER A5,S011,A359,2.12,1.52,0.01
SUPPLIER A19,S076,A392,1.32,1.2,0.07
SUPPLIER D,S081,A348,3.14,1.53,0.02
SUPPLIER A17,S013,A320,3.14,1.2,0.05
SUPPLIER A19,S030,A351,1.4,1.5,0.04
SUPPLIER AB,S079,A405,1.68,1.43,0.05
SUPPLIER A56,S027,A381,1.62,1.56,0.03
SUPPLIER A27,S070,A393,3.14,1.3,0.01
SUPPLIER G,S047,A402,1.61,1.2,0.07
SUPPLIER A12,S001,A376,1.66,1.45,0.05
SUPPLIER AD,S082,A374,1.69,1.3,0.05
SUPPLIER A30,S014,A370,2.45,1.2,0.06
SUPPLIER A48,S037,A388,3.14,1.49,0.01
SUPPLIER A63,S078,A365,3.14,1.25,0.06
SUPPLIER A43,S066,A388,1.65,1.28,0.05
SUPPLIER A54,S056,A380,1.75,1.36,-0.01
SUPPLIER AD,S064,A377,1.79,1.66,0.01
SUPPLIER A37,S029,A400,1.43,1.43,0.06
