Supplier_Name,Supplier_Code,Alloy,Current_LB,New_LB,change
SUPPLIER A8,S008,A372,1.21,1.25,0.02
SUPPLIER A27,S054,A346,1.57,2.01,-0.02
SUPPLIER A5,S029,A341,1.31,1.39,0.04
SUPPLIER E,S082,A386,3.14,1.53,0.02
SUPPLIER A54,S051,A393,3.08,1.52,-0.03
SUPPLIER A57,S093,A412,1.43,1.7,-0.03
SUPPLIER A30,S059,A381,1.49,1.56,0.02
SUPPLIER G,S050,A363,1.24,1.76,0.04
SUPPLIER A19,S008,A404,1.81,1.55,-0.0
SUPPLIER A51,S048,A368,1.49,1.55,0.0
SUPPLIER A15,S090,A364,1.21,1.93,-0.03
SUPPLIER H,S086,A340,1.89,1.55,-0.0
TOP DIE CASTING,S042,A400,1.36,2.24,-0.03
SUPPLIER A8,S082,A342,1.43,1.57,-0.01
SUPPLIER A7,S002,A400,1.29,1.67,-0.02
SUPPLIER A46,S080,A370,1.97,1.66,0.03
SUPPLIER A3,S009,A400,1.21,1.64,-0.01
SUPPLIER A39,S026,A357,1.54,2.0,-0.0
SUPPLIER B,S082,A406,1.44,2.04,0.0
SUPPLIER A27,S083,A345,1.21,1.44,0.03
SUPPLIER A17,S041,A400,1.28,1.55,-0.01
SUPPLIER G,S021,A364,2.29,1.47,0.0
SUPPLIER A65,S027,A393,2.03,1.6,0.03
SUPPLIER A54,S024,A394,3.14,1.57,-0.02
SUPPLIER A63,S064,A393,1.59,1.79,-0.03
SUPPLIER A61,S058,A341,1.21,1.79,-0.01
SUPPLIER AC,S039,A352,1.21,1.69,-0.02
ALOY MASTERS,S075,A378,3.14,1.88,0.0
SUPPLIER A6,S050,A400,1.48,1.6,-0.03
XPZ Supp,S053,A342,1.4,1.8,0.04
SUPPLIER A38,S026,A378,1.24,1.54,-0.01
SUPPLIER E,S086,A374,1.31,1.42,-0.03
SUPPLIER A37,S023,A400,1.21,1.41,-0.02
BLUE METAL,S021,A394,1.92,1.7,0.05
ABC Supplier,S052,A347,1.37,1.47,-0.03
SUPPLIER AB,S047,A366,2.49,1.41,0.01
SUPPLIER A56,S066,A399,1.39,1.63,-0.03
SUPPLIER E,S069,A348,1.42,1.75,0.0
SUPPLIER A70,S079,A395,1.86,1.54,-0.03
SUPPLIER A4,S015,A381,1.21,2.06,0.04
SUPPLIER A25,S009,A400,1.26,1.33,0.04
SUPPLIER A12,S009,A388,1.49,1.39,0.03
SUPPLIER AC,S026,A381,1.23,1.73,-0.03
SUPPLIER AD,S056,A365,1.57,1.68,0.04
SUPPLIER A3,S073,A340,1.35,1.41,-0.01
TOP DIE CASTING,S075,A362,1.27,1.42,-0.0
SUPPLIER A15,S019,A391,1.22,1.54,-0.0
SUPPLIER A38,S092,A340,1.4,1.57,-0.02
SUPPLIER A8,S088,A352,1.55,1.45,-0.03
SUPPLIER E,S070,A370,1.41,1.36,0.15
SUPPLIER A57,S075,A379,1.98,1.65,0.01
SUPPLIER A15,S071,A399,1.21,1.47,0.02
SUPPLIER A72,S076,A373,1.21,1.57,-0.02
SUPPLIER A61,S009,A380,2.23,1.98,0.01
TOP DIE CASTING,S023,A344,1.5,3.16,-0.03
SUPPLIER A63,S064,B747,1.51,1.67,-0.01
SUPPLIER A36,S015,A101,1.45,1.56,-0.03
SUPPLIER A38,S064,A404,1.83,2.15,-0.01
SUPPLIER A25,S055,A365,1.4,1.8,-0.03
SUPPLIER A72,S074,A410,3.14,1.93,0.03
SUPPLIER H,S038,A343,2.08,1.44,-0.03
SUPPLIER A3,S020,A351,1.51,1.71,0.05
SUPPLIER E,S063,A380,1.31,1.39,-0.01
SUPPLIER A37,S080,A409,1.39,1.88,-0.02
SUPPLIER A38,S006,A408,2.71,1.73,-0.03
SUPPLIER A57,S068,A330,1.34,1.71,0.06
SUPPLIER B,S056,A400,1.21,1.39,0.07
TOP DIE CASTING,S002,A390,1.39,1.32,-0.02
SUPPLIER A37,S074,A400,1.41,1.88,0.03
SUPPLIER A3,S024,A397,1.29,1.75,-0.01
SUPPLIER AC,S087,A400,1.54,1.54,0.03
SUPPLIER A60,S024,A408,1.46,2.15,0.0
SUPPLIER A61,S003,A415,1.45,1.75,0.03
SUPPLIER A20,S054,A101,2.89,1.44,-0.03
SUPPLIER G,S075,A410,1.5,2.14,-0.03
SUPPLIER A37,S057,A380,1.43,1.2,-0.02
SUPPLIER E,S092,A350,1.53,1.44,0.02
SUPPLIER A44,S053,A366,3.14,1.46,0.0
SUPPLIER A44,S003,A347,1.21,1.47,0.09
SUPPLIER F,S083,A400,2.58,1.75,-0.01
TOP DIE CASTING,S076,A340,1.52,1.36,0.12
SUPPLIER A28,S029,A390,1.24,1.39,-0.03
SUPPLIER AD,S076,A403,1.33,1.95,0.03
SUPPLIER A63,S076,A397,1.36,2.08,-0.02
SUPPLIER A68,S025,A363,2.96,2.02,0.01
SUPPLIER A50,S049,A344,1.78,2.17,-0.01
SUPPLIER A51,S079,A404,1.28,1.41,-0.0
SUPPLIER A30,S057,A400,1.39,1.64,-0.03
SUPPLIER A38,S040,A365,1.28,1.89,-0.01
SUPPLIER A24,S084,A352,1.23,2.23,0.01
SUPPLIER A49,S014,A368,1.54,1.81,0.04
ALOY MASTERS,S037,A362,1.28,2.16,-0.03
SUPPLIER A52,S081,A370,1.29,1.45,-0.01
SUPPLIER A72,S014,A412,1.21,1.44,-0.03
SUPPLIER A62,S017,A404,1.49,1.39,0.01
SUPPLIER A44,S074,A348,1.37,1.34,0.02
ABC Supplier,S066,A372,1.28,1.85,-0.02
SUPPLIER A8,S063,A365,1.23,1.7,0.04
SUPPLIER A66,S025,A392,1.52,2.03,0.02
SUPPLIER A67,S085,A368,1.66,1.58,0.02
SUPPLIER A9,S001,A320,1.21,1.48,-0.03
SUPPLIER A27,S072,A391,1.93,1.54,0.01
SUPPLIER A7,S054,A403,1.77,2.25,0.03
SUPPLIER AB,S043,A376,1.62,1.55,-0.03
SUPPLIER A21,S071,A380,1.5,2.16,0.03
SUPPLIER A19,S092,A363,1.26,1.69,-0.03
SUPPLIER A57,S051,A370,2.03,1.49,-0.03
SUPPLIER C,S053,A369,1.21,1.5,0.07
ALOY MASTERS,S081,A343,1.33,1.6,-0.01
SUPPLIER A32,S037,A397,1.54,1.6,0.03
SUPPLIER A10,S035,A407,1.69,3.13,-0.01
SUPPLIER A59,S012,A354,1.22,1.8,0.02
SUPPLIER C,S081,A361,1.4,1.45,-0.01
SUPPLIER A1,S021,A349,1.46,1.77,-0.03
SUPPLIER A21,S012,A390,1.56,3.16,0.02
SUPPLIER A3,S027,A372,1.22,1.95,0.01
SUPPLIER A37,S020,A344,1.52,2.3,-0.03
SUPPLIER A37,S009,A381,1.21,1.55,-0.01
XPZ Supp,S020,A403,1.78,1.71,0.07
XYZ,S063,A343,2.55,1.5,-0.02
SUPPLIER A25,S069,A409,1.21,1.41,-0.0
SUPPLIER A52,S057,A377,1.37,1.46,0.0
SUPPLIER A21,S050,A399,1.32,2.05,0.02
SUPPLIER A55,S068,A380,1.36,1.88,-0.03
SUPPLIER A64,S027,A345,2.53,1.38,-0.02
SUPPLIER A3,S068,A359,2.46,1.63,-0.02
SUPPLIER A58,S050,A401,1.23,1.67,0.02
ALOY MASTERS,S057,A345,1.52,1.92,-0.0
SUPPLIER A54,S075,A370,1.21,2.03,0.02
SUPPLIER A46,S045,A363,1.54,1.75,0.02
SUPPLIER A68,S087,A340,1.41,2.24,-0.03
SUPPLIER A12,S051,A390,1.47,1.64,0.0
SUPPLIER A60,S022,A378,1.64,3.16,0.0
SUPPLIER A44,S037,A394,1.23,1.68,-0.01
SUPPLIER A24,S022,A354,1.21,1.56,-0.03
TOP DIE CASTING,S084,A363,1.36,2.21,0.0
SUPPLIER A57,S043,A412,1.66,1.41,0.02
SUPPLIER A60,S088,A101,1.34,1.57,-0.01
SUPPLIER A37,S044,A367,1.21,1.7,-0.03
SUPPLIER A49,S021,A402,1.21,1.44,-0.02
SUPPLIER A37,S020,A398,1.62,1.74,0.0
SUPPLIER A6,S038,A346,1.21,1.7,-0.0
SUPPLIER A9,S014,A400,1.49,1.65,-0.03
ABC Supplier,S088,A414,1.21,1.57,-0.01
SUPPLIER A26,S077,A368,1.33,1.61,-0.0
SUPPLIER A22,S068,A376,1.35,1.68,0.02
SUPPLIER A29,S035,A345,1.24,1.45,-0.01
SUPPLIER C,S059,A400,1.26,1.66,-0.02
SUPPLIER C,S093,A369,1.72,1.4,-0.01
SUPPLIER A52,S086,A375,1.3,1.37,0.01
SUPPLIER A7,S001,A377,1.68,1.79,-0.03
SUPPLIER A63,S066,A403,1.32,3.16,-0.01
SUPPLIER A60,S053,A348,1.96,1.54,-0.03
SUPPLIER A26,S076,A400,1.21,1.56,-0.02
SUPPLIER A41,S049,A342,3.14,1.47,-0.03
SUPPLIER A39,S070,B747,1.24,1.63,-0.03
SUPPLIER A54,S068,A400,1.64,2.05,0.07
ALOY MASTERS,S020,A372,1.3,2.06,0.01
SUPPLIER A8,S058,A390,1.58,1.72,-0.02
SUPPLIER A1,S064,A395,1.21,1.63,0.02
SUPPLIER A4,S009,A374,1.36,1.49,-0.01
SUPPLIER A36,S023,A395,1.85,1.73,-0.03
SUPPLIER A43,S039,A400,2.01,1.52,0.2
SUPPLIER A56,S070,A415,1.98,1.28,0.0
SUPPLIER A1,S038,A342,1.41,1.31,0.02
SUPPLIER A46,S066,A340,1.34,2.17,0.01
SUPPLIER A60,S009,A346,2.26,1.51,-0.01
SUPPLIER A24,S013,A361,1.21,2.1,-0.02
SUPPLIER A52,S016,A402,1.64,1.57,-0.02
SUPPLIER A44,S016,A380,1.33,1.91,-0.01
SUPPLIER A72,S001,A330,1.39,1.65,0.01
SUPPLIER A52,S040,A347,1.37,1.76,-0.01
SUPPLIER A6,S037,A380,1.48,2.02,0.01
SUPPLIER AC,S013,A349,1.48,1.88,-0.02
SUPPLIER AC,S001,A344,1.37,1.44,0.01
SUPPLIER A7,S050,A372,1.35,1.58,0.03
SUPPLIER A63,S030,A415,1.33,1.6,-0.03
SUPPLIER A72,S090,A394,1.21,1.46,0.02
SUPPLIER A24,S042,A395,1.46,1.4,0.03
SUPPLIER A12,S063,A350,1.3,1.61,-0.01
SUPPLIER A62,S012,A400,1.61,1.41,-0.01
SUPPLIER A25,S019,A359,1.64,1.88,-0.02
SUPPLIER A32,S023,A391,1.21,1.5,-0.03
SUPPLIER AA,S030,A342,1.24,1.32,0.0
SUPPLIER A7,S075,A373,1.58,2.02,-0.01
SUPPLIER C,S016,A396,1.96,1.6,0.03
SUPPLIER A5,S053,A378,1.47,1.5,-0.02
SUPPLIER A35,S001,A364,1.39,2.08,-0.03
XYZ,S082,A359,1.21,1.61,-0.03
SUPPLIER A39,S051,A101,1.25,1.79,-0.0
SUPPLIER A36,S064,A320,1.21,1.63,0.0
SUPPLIER AC,S015,A372,1.61,1.38,0.03
SUPPLIER A68,S070,A400,1.51,1.65,-0.02
SUPPLIER A17,S009,A320,1.21,1.37,-0.0
BLUE METAL,S086,A344,1.33,1.62,0.05
SUPPLIER A18,S009,A351,1.58,3.16,-0.01
SUPPLIER F,S083,A396,1.21,1.97,0.02
SUPPLIER A18,S068,A393,1.21,1.52,-0.0
ALOY MASTERS,S055,A406,1.35,1.62,-0.02
SUPPLIER A58,S081,A381,1.53,1.63,-0.01
SUPPLIER AD,S027,A370,1.27,2.26,-0.02
SUPPLIER A52,S087,A101,1.43,2.24,-0.02
SUPPLIER A48,S092,A393,2.07,2.15,0.02
XYZ,S071,A345,1.21,1.4,0.01
SUPPLIER A50,S021,A398,1.37,1.39,-0.02
SUPPLIER A37,S071,A375,1.64,2.06,-0.03
SUPPLIER A2,S069,A415,1.68,1.49,0.04
SUPPLIER A59,S037,A361,1.27,1.97,-0.0
SUPPLIER A65,S023,A341,1.27,1.52,-0.03
SUPPLIER A38,S080,A380,1.22,2.22,0.05
SUPPLIER A61,S055,A340,1.33,1.53,0.06
SUPPLIER A50,S017,A410,1.23,1.31,0.01
SUPPLIER A12,S056,A378,1.8,1.68,0.02
SUPPLIER A7,S049,A347,1.27,1.55,0.03
SUPPLIER A29,S052,A393,1.39,1.68,-0.03
SUPPLIER H,S021,A391,1.22,2.1,0.02
ALOY MASTERS,S063,A400,1.46,1.58,-0.03
SUPPLIER A24,S038,A369,2.06,1.29,0.03
SUPPLIER AA,S019,A406,1.22,1.82,0.0
SUPPLIER A6,S066,A380,1.35,2.12,-0.03
SUPPLIER A57,S026,A380,1.28,1.99,-0.02
SUPPLIER AD,S016,A345,1.56,1.26,0.01
BLUE METAL,S001,A408,1.21,2.23,-0.03
SUPPLIER A5,S027,A383,1.34,1.39,-0.03
SUPPLIER A12,S017,A320,1.4,1.48,0.07
SUPPLIER A62,S092,A397,1.49,1.9,0.03
XPZ Supp,S076,A394,1.21,1.45,0.03
TOP DIE CASTING,S037,A405,2.97,1.52,-0.03
SUPPLIER A70,S077,A400,1.53,1.62,-0.02
SUPPLIER A25,S092,A414,1.25,1.89,-0.01
SUPPLIER A65,S015,A404,1.24,1.51,0.01
SUPPLIER A51,S007,A345,1.28,1.7,0.02
SUPPLIER A54,S027,A366,2.25,1.45,-0.02
SUPPLIER C,S011,A396,1.21,1.52,-0.03
SUPPLIER A60,S038,A393,2.01,2.03,-0.03
SUPPLIER A64,S051,A406,2.06,1.65,-0.02
SUPPLIER A10,S054,A386,1.37,2.02,-0.0
SUPPLIER AB,S088,A349,1.21,1.47,-0.03
SUPPLIER A15,S086,A376,1.21,1.45,-0.03
SUPPLIER A66,S053,A396,1.58,1.47,-0.01
SUPPLIER A46,S086,A409,1.45,2.09,0.0
SUPPLIER A57,S046,A320,1.29,1.68,0.06
SUPPLIER A32,S021,A364,1.21,1.67,-0.02
SUPPLIER A25,S061,A400,1.59,2.31,-0.01
SUPPLIER A67,S084,A359,1.9,1.79,-0.03
SUPPLIER A61,S049,A343,1.56,1.69,0.03
SUPPLIER AD,S016,A396,3.11,1.97,-0.01
SUPPLIER A34,S058,A393,1.31,3.16,-0.0
TOP DIE CASTING,S073,A320,1.21,1.59,-0.02
SUPPLIER A46,S054,A345,1.5,1.5,0.03
SUPPLIER A46,S072,A365,1.4,1.76,-0.01
SUPPLIER A18,S085,A343,1.31,1.45,-0.03
SUPPLIER A27,S040,A400,1.33,1.49,-0.03
SUPPLIER A23,S082,A349,1.31,1.9,-0.0
SUPPLIER A31,S054,A400,1.36,1.63,-0.03
SUPPLIER A54,S001,A390,1.21,1.66,-0.03
SUPPLIER AB,S059,A408,1.72,1.42,-0.03
SUPPLIER A63,S026,A350,1.31,2.08,-0.0
SUPPLIER A20,S028,A404,1.44,1.49,0.0
SUPPLIER A66,S079,A400,1.9,1.85,-0.03
SUPPLIER A22,S050,A415,1.98,1.37,-0.01
SUPPLIER A73,S044,A409,1.44,3.16,0.0
SUPPLIER A26,S024,A377,1.27,2.25,0.01
SUPPLIER A29,S047,A380,1.36,1.37,-0.01
SUPPLIER A43,S064,A341,3.14,1.39,-0.01
SUPPLIER E,S064,A385,1.33,1.31,-0.03
SUPPLIER A12,S030,A373,2.82,1.58,-0.0
SUPPLIER H,S053,A378,1.21,1.75,0.05
SUPPLIER A25,S071,A354,1.24,1.69,-0.03
SUPPLIER A35,S053,A377,1.95,1.68,-0.03
SUPPLIER A2,S079,A101,1.91,1.64,-0.02
SUPPLIER A8,S069,A379,1.5,3.16,-0.03
SUPPLIER A9,S043,A330,1.6,1.74,-0.01
SUPPLIER A27,S018,A347,1.27,1.95,0.02
SUPPLIER A27,S039,A372,1.24,2.02,0.03
SUPPLIER A65,S017,A400,1.36,1.7,-0.01
SUPPLIER A6,S009,A369,1.63,1.56,0.03
SUPPLIER A57,S054,A361,1.21,1.53,0.01
SUPPLIER A10,S052,A374,1.56,2.06,-0.03
SUPPLIER A43,S032,A404,2.07,1.51,0.05
SUPPLIER A66,S055,A400,1.43,1.63,0.12
SUPPLIER F,S048,A346,1.81,1.6,-0.01
STRONG ALLOY,S083,A378,1.61,1.73,-0.0
SUPPLIER A21,S056,A397,1.35,1.61,-0.03
SUPPLIER A27,S082,A390,1.21,1.57,0.02
SUPPLIER A28,S075,A383,1.21,1.93,-0.02
SUPPLIER E,S071,A357,1.54,1.76,-0.0
SUPPLIER A8,S052,A400,1.39,1.65,-0.03
SUPPLIER A48,S061,A345,1.32,1.65,0.2
SUPPLIER A17,S018,A373,1.21,1.52,0.0
SUPPLIER A46,S066,A372,1.63,1.68,0.0
SUPPLIER A59,S020,A370,1.67,1.23,0.01
SUPPLIER A12,S008,A371,1.21,1.81,-0.03
SUPPLIER A66,S074,A340,1.22,2.02,0.18
SUPPLIER A57,S093,A406,1.3,2.09,-0.02
SUPPLIER AD,S053,A340,1.34,3.16,-0.01
SUPPLIER C,S024,A378,1.31,1.46,-0.02
SUPPLIER A17,S053,A340,1.58,1.53,-0.03
SUPPLIER A17,S003,A372,1.32,1.6,0.01
SUPPLIER A38,S040,A403,1.21,1.47,0.01
SUPPLIER H,S035,A388,1.35,2.18,0.03
ALOY MASTERS,S080,A330,1.53,2.18,0.01
SUPPLIER C,S069,A330,2.32,1.78,0.02
SUPPLIER A28,S058,A372,1.67,1.63,0.01
SUPPLIER A22,S003,A371,1.79,1.43,-0.01
BLUE METAL,S082,A410,2.17,1.31,0.0
SUPPLIER A58,S056,A385,1.35,1.98,0.01
SUPPLIER A48,S007,A385,1.21,1.62,0.02
SUPPLIER A8,S073,A345,1.6,1.66,0.02
SUPPLIER A70,S032,A330,3.14,1.85,-0.02
SUPPLIER A53,S041,A320,1.28,1.96,0.02
SUPPLIER A70,S061,A341,1.87,1.42,-0.0
SUPPLIER A22,S050,A343,1.26,1.99,-0.01
SUPPLIER A66,S066,A376,1.42,1.64,0.04
SUPPLIER AB,S079,A320,1.36,1.55,0.04
SUPPLIER A44,S049,A341,1.23,1.49,-0.03
SUPPLIER A49,S009,A414,1.51,1.69,0.04
SUPPLIER A18,S050,A366,1.33,1.46,-0.03
SUPPLIER A51,S063,A381,1.46,1.39,0.0
SUPPLIER H,S087,A344,1.21,1.55,-0.03
SUPPLIER A52,S011,A393,1.21,1.6,0.03
SUPPLIER A60,S076,A354,1.42,1.98,0.04
SUPPLIER A38,S088,A345,1.27,1.62,-0.01
SUPPLIER A10,S012,A378,2.17,1.73,-0.03
SUPPLIER A54,S006,A341,1.31,1.63,-0.01
SUPPLIER A73,S058,A403,1.5,2.15,-0.01
SUPPLIER A26,S001,A392,1.66,1.64,-0.03
SUPPLIER A2,S008,A393,3.1,1.87,-0.03
SUPPLIER A30,S017,A330,1.65,1.55,0.01
SUPPLIER A28,S058,A376,1.29,2.24,-0.03
SUPPLIER A56,S083,A400,1.21,1.57,-0.03
SUPPLIER A61,S035,A360,1.57,1.55,-0.02
SUPPLIER A60,S051,A342,1.41,1.47,-0.03
SUPPLIER A64,S064,A351,1.25,1.56,0.02
SUPPLIER A59,S064,A404,2.35,1.71,0.05
TOP DIE CASTING,S008,A403,1.21,1.4,-0.03
SUPPLIER H,S025,A380,1.21,1.49,0.02
SUPPLIER A37,S093,A367,1.62,1.6,0.2
SUPPLIER C,S021,A386,1.27,1.52,-0.03
SUPPLIER F,S013,A385,1.21,1.59,-0.03
SUPPLIER A59,S039,A388,1.21,3.04,-0.01
TOP DIE CASTING,S055,A369,1.21,1.94,-0.01
SUPPLIER A55,S019,A348,1.23,3.16,-0.03
SUPPLIER A72,S088,A400,1.27,1.38,0.01
SUPPLIER A39,S038,A352,1.42,1.25,-0.02
SUPPLIER A64,S002,A320,1.28,1.48,-0.02
SUPPLIER A60,S073,A330,1.43,1.93,0.0
SUPPLIER A67,S001,A399,1.32,1.42,0.04
SUPPLIER A53,S052,A400,1.21,2.0,0.02
SUPPLIER A10,S010,A383,1.22,2.13,0.01
SUPPLIER A18,S053,A403,1.36,1.64,0.02
SUPPLIER AD,S030,A363,1.4,1.61,-0.03
SUPPLIER H,S064,A359,1.32,1.58,0.04
SUPPLIER A24,S071,A360,1.35,1.38,-0.03
SUPPLIER A22,S021,A359,1.24,1.7,-0.01
SUPPLIER A7,S072,A330,1.62,1.64,-0.03
SUPPLIER A56,S022,A343,1.25,1.7,0.01
SUPPLIER A65,S044,A379,1.3,2.23,-0.01
SUPPLIER A2,S016,A380,1.49,1.61,-0.02
SUPPLIER A18,S063,A381,1.43,1.98,0.0
SUPPLIER A53,S032,A320,1.23,3.16,-0.03
XPZ Supp,S045,A369,1.46,1.37,-0.03
ABC Supplier,S027,A409,1.6,1.61,-0.03
TOP DIE CASTING,S039,A397,1.21,1.64,-0.03
SUPPLIER A49,S045,A375,1.21,1.66,0.0
SUPPLIER A65,S064,A359,1.47,1.69,0.02
SUPPLIER A73,S017,A370,1.45,1.27,0.06
SUPPLIER A33,S074,A351,1.57,1.67,0.01
ALOY MASTERS,S093,A400,1.34,3.16,-0.03
SUPPLIER A2,S056,A403,1.47,1.67,-0.02
SUPPLIER A56,S081,A392,1.45,1.55,-0.01
SUPPLIER A37,S071,A345,1.49,2.28,-0.01
SUPPLIER A72,S069,A403,1.31,1.43,0.03
SUPPLIER A66,S054,B747,1.21,2.28,-0.0
SUPPLIER A48,S044,A340,3.06,1.52,-0.03
XPZ Supp,S055,A400,1.21,1.59,-0.01
SUPPLIER A37,S045,A393,1.76,1.62,-0.03
SUPPLIER A29,S066,A363,1.57,2.12,-0.02
SUPPLIER A58,S008,A406,1.44,1.54,-0.01
SUPPLIER A57,S026,A388,3.14,2.27,0.02
SUPPLIER AC,S086,A379,1.43,1.36,0.03
SUPPLIER AD,S006,A343,1.28,1.69,0.02
ALOY MASTERS,S023,A404,1.61,1.49,0.04
SUPPLIER A36,S071,A395,1.49,1.97,0.2
SUPPLIER A70,S058,A101,1.21,2.21,-0.03
SUPPLIER A65,S035,A351,1.43,1.46,-0.02
SUPPLIER AD,S085,A357,1.22,1.47,-0.02
SUPPLIER A55,S090,A346,1.37,2.16,-0.0
SUPPLIER A5,S069,A374,2.19,2.0,0.01
SUPPLIER A32,S084,A357,1.29,2.14,0.04
SUPPLIER A31,S069,A390,2.03,1.68,0.0
SUPPLIER A59,S040,A398,1.4,1.56,0.02
SUPPLIER A54,S003,A320,1.62,3.16,0.0
SUPPLIER A4,S021,A370,1.41,1.54,-0.0
SUPPLIER A58,S021,A372,1.32,1.69,-0.02
SUPPLIER A46,S032,A351,1.36,1.77,-0.03
SUPPLIER A63,S077,A398,1.33,1.81,0.01
SUPPLIER A55,S058,A400,1.47,1.73,-0.03
ABC Supplier,S023,A351,1.24,1.53,0.01
STRONG ALLOY,S042,B747,1.32,1.47,-0.02
SUPPLIER A31,S066,A398,1.21,1.64,0.01
SUPPLIER G,S029,A372,1.78,1.5,-0.03
SUPPLIER A57,S077,A371,1.28,1.71,0.12
SUPPLIER A3,S083,A372,1.61,1.39,-0.01
SUPPLIER D,S010,A410,1.27,1.69,-0.01
SUPPLIER A43,S061,A380,1.41,1.94,0.02
SUPPLIER C,S087,A320,1.39,1.52,-0.03
SUPPLIER A67,S043,A414,1.32,1.61,-0.02
SUPPLIER A64,S037,A351,1.28,1.56,-0.02
SUPPLIER A43,S066,A404,3.14,1.26,-0.02
SUPPLIER A44,S055,A365,1.26,1.65,-0.02
SUPPLIER A65,S032,A390,1.78,2.03,0.0
SUPPLIER A43,S050,A342,1.55,1.86,-0.02
SUPPLIER A52,S054,A397,1.41,1.57,-0.01
SUPPLIER A20,S058,A395,1.49,1.49,-0.0
SUPPLIER A21,S007,A370,1.33,2.04,-0.01
TOP DIE CASTING,S044,B747,1.25,1.6,-0.02
SUPPLIER A15,S032,A361,1.32,2.19,0.0
SUPPLIER A22,S053,A395,2.09,1.38,-0.01
SUPPLIER A15,S040,A393,1.36,1.24,-0.03
SUPPLIER A39,S012,A412,2.77,1.59,-0.01
SUPPLIER A20,S001,A320,1.32,1.65,0.0
SUPPLIER F,S093,A383,1.42,1.31,-0.0
SUPPLIER AD,S037,A350,1.72,1.54,-0.03
SUPPLIER A20,S001,A377,1.58,3.16,-0.01
XYZ,S011,A374,1.33,2.01,-0.01
SUPPLIER A38,S037,A380,1.69,1.7,0.03
SUPPLIER A36,S016,A364,1.25,1.54,-0.01
ABC Supplier,S019,A414,1.4,1.51,-0.03
SUPPLIER A51,S038,A364,1.21,1.55,-0.03
SUPPLIER A30,S027,A372,1.41,1.49,-0.03
SUPPLIER A8,S054,A394,2.17,1.66,-0.02
SUPPLIER A48,S059,A410,1.46,1.76,0.02
SUPPLIER A65,S064,A350,1.21,2.02,-0.03
SUPPLIER A56,S052,A346,1.21,1.63,-0.03
SUPPLIER AD,S007,A101,1.46,1.86,-0.03
SUPPLIER A19,S001,A380,1.21,1.57,0.01
SUPPLIER A28,S092,A396,2.3,1.37,0.0
SUPPLIER A3,S055,A360,1.5,2.98,0.0
SUPPLIER F,S014,A401,1.77,1.35,-0.03
SUPPLIER A22,S021,A359,3.14,1.89,0.01
SUPPLIER A73,S050,A340,1.34,1.27,0.08
SUPPLIER A72,S045,A351,1.5,1.33,0.01
SUPPLIER A7,S075,A391,1.38,1.74,0.0
SUPPLIER A4,S017,A414,2.7,3.16,-0.0
TOP DIE CASTING,S064,A375,1.21,1.5,0.04
SUPPLIER A17,S016,A385,1.21,1.69,-0.03
SUPPLIER A28,S001,A347,1.47,2.11,0.06
SUPPLIER A23,S019,A320,1.48,2.07,0.01
SUPPLIER A23,S029,A376,1.53,1.62,-0.01
SUPPLIER AA,S054,A344,1.21,1.6,-0.02
SUPPLIER A4,S007,A365,1.5,2.29,0.03
SUPPLIER A20,S070,A345,1.4,1.72,-0.03
SUPPLIER A28,S045,A371,1.29,1.33,0.03
SUPPLIER A19,S028,A375,1.54,1.36,0.0
SUPPLIER A34,S040,A394,1.43,2.05,0.03
SUPPLIER A63,S003,A380,1.35,2.06,0.03
XPZ Supp,S001,A369,1.21,1.76,-0.03
SUPPLIER A17,S021,A386,1.39,1.6,0.15
BLUE METAL,S027,A342,1.46,1.51,-0.0
SUPPLIER A62,S035,A376,1.36,2.12,0.11
SUPPLIER A52,S017,A410,1.47,1.5,-0.01
SUPPLIER A49,S007,A343,1.21,1.51,0.05
SUPPLIER A7,S046,A405,1.22,1.34,0.01
SUPPLIER A33,S021,A344,1.54,2.05,0.0
SUPPLIER A8,S045,A395,1.85,1.58,-0.02
SUPPLIER A57,S020,A403,1.21,1.54,-0.03
SUPPLIER A36,S063,A404,2.84,1.6,0.0
SUPPLIER A72,S077,A364,1.21,1.48,0.01
SUPPLIER A73,S084,A370,1.5,1.63,-0.03
SUPPLIER D,S063,A363,1.71,1.87,-0.03
SUPPLIER A32,S007,A400,1.63,2.0,-0.01
SUPPLIER A59,S058,A400,1.37,1.54,0.01
SUPPLIER B,S092,A414,2.08,1.97,-0.03
SUPPLIER F,S001,A369,1.68,1.62,0.13
ABC Supplier,S066,A320,1.21,1.58,-0.03
SUPPLIER AC,S029,A101,1.31,1.66,-0.03
SUPPLIER AB,S074,A365,1.33,1.52,-0.03
SUPPLIER A56,S040,A412,1.46,1.57,0.01
SUPPLIER A50,S085,A392,1.28,1.86,-0.01
SUPPLIER A28,S015,A394,1.21,1.89,0.02
SUPPLIER A44,S010,B747,1.23,1.44,-0.02
SUPPLIER A30,S020,A406,1.25,1.22,-0.02
SUPPLIER F,S082,A404,1.23,1.63,0.02
SUPPLIER A66,S038,A386,1.27,1.46,-0.01
TOP DIE CASTING,S057,A380,2.0,1.47,-0.02
SUPPLIER A43,S079,A377,1.21,1.36,0.05
SUPPLIER A37,S018,A101,1.47,2.14,0.04
SUPPLIER A20,S059,A406,1.21,2.04,0.03
SUPPLIER A59,S024,A370,1.42,1.71,-0.0
SUPPLIER A30,S076,A400,1.59,2.16,0.13
